en_sentence	fa_sentence	translation	variety	county	orthography	translator
so in due course of time got himself shut up in his sanctuary by the chocolate sprites	بدینسان با گذشت زمان خود را بار دیگر در ما من خویش به دست پریان کاکائویی خود سپرد	اینجوری با بگذشتن زمان شه خد ره اتا بار دیگه به دست پریان کاکالویی بسپرسه	Central Mazani	Babol	Farsi	Vol_2	
but so ready to refuse the social obligations which went with them	اما حاضر نیستند تکالیف اجتماعی این آزادی را هم به موقع خود بپذیرند	ولی حاضر نینیه به وقتش تکالیف اجتماعی این آزادی ره قبول هکنن	Central Mazani	Babol	Farsi	Vol_2	
he presently recovered his spirits and good humour	دلش قرار گرفته و به وجد و نشاط آمده بود	ونه دل قرار بیته و سرحال و خشحال بیه	Central Mazani	Babol	Farsi	Vol_2	
was he awake or was it but a dream	دانتس اکنون سعی داشت که بفهمد در خواب است یا بیدار	دانتس الان دره سعی کنه بفهمه باخته یا ویشار	Central Mazani	Babol	Farsi	Vol_2	
but that was because his mother hadbeen notified that she was not needed.	ولی دلیلش این بود که به مادرش گفته شده بود که به وجود او نیازی نیست.	ولی ونه دلیل این بیه که ونه مار ره بووت بینه که ونه وجود لازم نیه	Central Mazani	Babol	Farsi	Vol_2	
I examined the food in his lap.	غذایی رو که روی پاهاش بود رو بررسی کردم.	ونه لینگ سر غذا ره بررسی هکردمه	Central Mazani	Babol	Farsi	Vol_2	
flushed and smiling, plumped down on the floor.	با چهره گل انداخته و خندان بر زمین نشست.	با صورت گل دم هدا و خندون بنه سر هنیشته	Central Mazani	Babol	Farsi	Vol_2	
he finally managed to say.	بالاخره توانست همین جمله را بگوید.	بالا بتونسه همین تا جمله ره بووه	Central Mazani	Babol	Farsi	Vol_2	
he poured too many drops into the glass.	چند قطره بیشتر از حد لزوم در گیلاس چکید.	چندتا تب بیشتر از نیاز لیوان دله دکته	Central Mazani	Babol	Farsi	Vol_2	
took a trembling peep.	با ترس و لرز توی خانه سرک کشیدند.	با ترس و لرز خنه دله سرک بکشینه	Central Mazani	Babol	Farsi	Vol_2	
then carried the milk into the porch	شیر را به سرسرای خانه برده بود	شیر ره شه خنه ی سرسرا بورده	Central Mazani	Babol	Farsi	Vol_2	
then force myself to turn around	سپس با غم و اندوه رویم را برگرداندم.	بعد با غصه و کدورت شه رو ره دگاردنیمه	Central Mazani	Babol	Farsi	Vol_2	
I thought about ducking out	یه لحظه با خودم در مورد رفتن فکر کردم.	اتا لحظه شه جا در مورد بوردن فکر هکردمه	Central Mazani	Babol	Farsi	Vol_2	
he concluded that he was dead and that those in the room were his murderers	به گمان اینکه مرده است و بقیه قاتل او هستند	گمون رسنه وه بمرده و بقیه ونه قاتلنه	Central Mazani	Babol	Farsi	Vol_2	
he haughtily determined to be worthy of his station.	بنابراین سعی کرد تا شایسته این مقام شود.	همین واسه سعی هکرده تا اینتا کاره لایق بووه	Central Mazani	Babol	Farsi	Vol_2	
that was only till two o'clock.	تمام این کارها فقط تا ساعت دو طول کشید.	همه این کارا فقط تا ساعت دو طول بکشیه	Central Mazani	Babol	Farsi	Vol_2	
than to lead one to love thee who abhors thee now.	از دل ربودن از کسی است که از تو نفرت دارد.	دل بوردن کسیه که تجا وره بد انه	Central Mazani	Babol	Farsi	Vol_2	
but with a simpering boy's face	ولی صورتش همچنان سادگی بچگانه را داشت.	ولی ونه دیم هنوز اون وچگی سادگی ره داشته	Central Mazani	Babol	Farsi	Vol_2	
they went away.	سپس کاترین را با خود به طبقه پایین برد.	بعدش کاترین ره شه همراه بورده پایین طبقه	Central Mazani	Babol	Farsi	Vol_2	
lifting the mare's head and letting it go in time with her paces.	سر مادیان را بالا آورد و اجازه داد که با آهنگ خود به پیش رود.	مادیون سر ره بالا بیارده و اجازه هدا شه چم پیش بوره	Central Mazani	Babol	Farsi	Vol_2	
he seemed to sense it, and pulled his hand reluctantly away.	هارولد این را احساس کرد و بابی میلی دستش را پس کشید.	هارولد وره احساس هکرده و بابی میلی شه دست ره پیی بکشیه	Central Mazani	Babol	Farsi	Vol_2	
i told him as I should have to take you away.	به او گفتم تو مجبوری مدرسه را ترک کنی.	وره بوتمه تو مجبوری مدرسه ره ول هکنی	Central Mazani	Babol	Farsi	Vol_2	
but suddenly all heads were bared	اما ناگهان همه کلاه از سر برداشتند.	ولی یهو همه کلاه ره شه سر جا بیتنه	Central Mazani	Babol	Farsi	Vol_2	
to do the master a mischief.	برای آزار رساندن آقا معلم فروگذار	آقا معلم اذیت هکردن واسه	Central Mazani	Babol	Farsi	Vol_2	
but there was something in his voice that surprised me.	اما در صدایش چیزی بود که مرا متعجب کرد.	ولی ونه صدای دله اتا چی دیه که مره متعجب هکرده	Central Mazani	Babol	Farsi	Vol_2	
he made out to ask me whether we were again to be bedfellows.	این پرسش را به من فهماند که آیا همان شب نیز باید از نو هم بستر شویم.	اینتا پرستش هکردن مره حالی هکرده که ونه همون شو هم ونه از اول هم بستر بویم	Central Mazani	Babol	Farsi	Vol_2	
I didn't know if you'd be able to keep it from her, promise or not.	نمی دون ستم می تونی بهش چیزی نگی. چه قول داده باشی چه نداده باشی.	ندونسمه تونی وره هچی نووی چه قول هدابویی چه قول ندا بویی	Central Mazani	Babol	Farsi	Vol_2	
I've been storing things back there	من اونجا رو انباری کردم.	من اونجه ره انباری هکردمه	Central Mazani	Babol	Farsi	Vol_2	
but all through the house	بلکه هر کسی که در هر جای خانه بود	هرکی که هرجای سره دی بیه	Central Mazani	Babol	Farsi	Vol_2	
I'm sorry you see us in that way.	من متاسفم که شما ما رو در این حالت دیدید.	خله نارتمه که شما ره اینجوری بدیمه	Central Mazani	Babol	Farsi	Vol_2	
the general is busy now, but the secretary is sure to come out.	ژنرال فعلا مشغول صحبت با یک سرهنگ است و پس از او نوبت دبیر شرکت است.	ژنرال فعلا دره اتا سرهنگ جا صحبت کنه و بعدش دبیر شرکته نوبته	Central Mazani	Babol	Farsi	Vol_2	
I'd been away from it too long.	مدت زیادی از آن دور بودم.	خله ونه جا دور بیمه	Central Mazani	Babol	Farsi	Vol_2	
his adversary seized him by the hair	آن شخص موی سر او را گرفته	اونتا آدم ونه سر می ره بیته	Central Mazani	Babol	Farsi	Vol_2	
for once he didn't seem keen	برای اولین بار تمایلی نداشت.	اولین بار ونه دل نخاسه	Central Mazani	Babol	Farsi	Vol_2	
but he was engaged with a woman	اما او مشغول انجام دادن کارهای بانکی زنی بود	ولی وه مشغول انجام هدائن کارای بانکی اتا زنا بیه	Central Mazani	Babol	Farsi	Vol_2	
I coulda chucked my job	نزدیک بود قید کارمو بزنم.	نزدیک بیه شه کار قید ره بزنم	Central Mazani	Babol	Farsi	Vol_2	
I coulda chucked my job	نزدیک بود قید کارمو بزنم.	نزدیک بیه شه کار ره بیخیال بووم	Central Mazani	Babol	Farsi	Vol_2	
houses and buildings in the major cities.	خانه و ملک در شهرهای بزرگ.	سره وزمین گت شهرهای درون	Central Mazani	Babol	Farsi	Vol_2	
they looked well fed, too, and had whole uniforms.	به نظر تغذیه خوبی هم داشتند و اونیفرم هایشان هم کامل بود.	بنظر خار غذا خردنه و وشونه اونیفرم هم کامل بیه	Central Mazani	Babol	Farsi	Vol_2	
I told him mine, which was down that street there	گفتم که چمدانی در منزلی واقع در همان خیابان دارم.	بوتمه اتا چمدون دارمه اتا خنه دله همون خیابون دله	Central Mazani	Babol	Farsi	Vol_2	
perhaps you'd better come, too	شاید بهتره تو هم با ما بیای	شاید بهتر باشه تو هم امه همراه بیی	Central Mazani	Babol	Farsi	Vol_2	
right they are	حق هم دارند.	حق دارنه	Central Mazani	Babol	Farsi	Vol_2	
I've had the care of our own six horses.	خودمان شش تا اسب داریم.	اما شه شیش تا اسب دارمی	Central Mazani	Babol	Farsi	Vol_2	
I am come back in my quality of doctor, he said.	به عنوان یک پزشک به خودم حق دادم برگردم.	به عنوان اتا دکتر شه خد ره حق هدامه دگردم	Central Mazani	Babol	Farsi	Vol_2	
at least she thought so.	لااقل به نظر من خیلی خوب است.	حداقل مه نظر خله خاره	Central Mazani	Babol	Farsi	Vol_2	
as if verily mapped out before the world itself was charted.	چنانکه گویی همانا پیش از آنکه نقشه جهان تنظیم شود قلم زده شده بوده است.	انگار همونجور که قبل از دنیا دووه ونه سه قلم بزه بینه	Central Mazani	Babol	Farsi	Vol_2	
