en_sentence	fa_sentence	translation	variety	county	orthography	translator
he repeated his threatenings	آنچه به خاطر تهدید ما گفته بود تکرار کرد	هەڕەشەل وژ دوارە ڤتەێ	Kakavandi	Harsin	Southern Kurdish	MRY	
until I saw it in the dying boy.	تا آن روز و در این نوجوان مشرف به مرگ.	تا هەنێ ک ئەڤمە ئەر نام کوڕەێ ک داشتەێ مەمرد، دیم.	Kakavandi	Harsin	Southern Kurdish	MRY	
then she looked at him with a new understanding and some amazement.	بعد نگاهی از تفاهم و تحسین به ویل انداخت.	دومار ئەو ڤە دەرک نوو و گەڵێ ڤاقپەڕیاین سەێر کردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
climbed over the gate with the intention of discovering whether it were not sweetbriar.	از درب ورودی بالا رفت تا گل را از نزدیک ببیند	ڤە دەروازەئە چێ‌ئەو سەر تا بۊنەێ ئایا ئەڤە گوڵ نەستەرەن نیە.	Kakavandi	Harsin	Southern Kurdish	MRY	
he used to tease the life out of her about it.	او شروع به سر به سر گذاشتن باکت کرد.	ئەو هەمۊشە ئەو ڤە خاتر ئەڤە ئەزێەتە مەکردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
r, was in despair at his utter inability	آثار این اضطراب در چشمان او ظاهر بود.	ڤە ناتەوانی کامڵ وژ ڤە ناهومێد بی	Kakavandi	Harsin	Southern Kurdish	MRY	
that there was a puddle in the middle of the street	یا در وسط خیابان چاله آبی وجود دارد	ک ڤە نام خێاوانە چاڵ ئاوەێ بی.	Kakavandi	Harsin	Southern Kurdish	MRY	
but he insisted on speaking to her.	اما او اصرار کرده بود که با بل انش حرف بزند.	بڵەم ئەو پافشاری کردەێ ک قسە ڤە گەرد بکیتەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
to which narrative my attention had been pointed as to an appropriate warning.	توجهم به داستان آن که عنوان یک هشدار مخصوص را داشت جلب شده بود.	تەڤەجۏم ڤە ئە پارچا ڤە ئونوان ی ئاگاداری مناسبەێ جەڵب بۊ،	Kakavandi	Harsin	Southern Kurdish	MRY	
dwell upon memories of the past.	به تأمل درباره خاطرات گذشته واداشت.	ڤە یادوارەل گوزەشتە فکر کردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
that from the simple observation of a whale when last descried	چنان است که از ملاحظه ساده وال وقتی بار آخر دیده شده است	ک ڤە سەێر کردن سادە ی نەهەنگ ڤە ئاخرین گل ک دۊان.	Kakavandi	Harsin	Southern Kurdish	MRY	
I was afraid he would notice that my hand was shaking.	وحشت من از این بود که مبادا سرهنگ متوجه دست لرزان من شود.	زەڵەمە مەچیا ئەو پەێ برێ ک دەسمە مەڕکەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
I hated that she had this unconscious power over me.	از اینکه او هم چین قدرتی بر من داشت متنفر بودم.	ڤە یە ک ئەو هانە قودرەت نائاگای ئەر م داشتەێ، بێزار بیم.	Kakavandi	Harsin	Southern Kurdish	MRY	
but another officer was by her side quickly.	اما افسر دیگری به سرعت خودش را به او رساند.	بڵەم ئەفسەرەێ تر ڤە زۊا ڤە لا ئەو بی.	Kakavandi	Harsin	Southern Kurdish	MRY	
a preference which I never believed him to deserve.	در حالی که به نظر من اصلاً لیاقت این احساس تو را نداشت.	تەرجیئێ ک هۊچ ڤەخت باوەرم ناشت ئەو سزاوار بووتەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
he expected to see her appear at all the corners of the paths	کریستف امیدوار بود که دلدارش در خم هر خیابانی ظاهر گردد	چەمەڕێ بی ک ئەو ڤە کول گووشەل ڕێەل بۊنەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
then to my own head and body, to signify that I desired my liberty.	سپس بر سر و تن خود گذاشتم و بدین گونه نشان دادم که آزادی خویشتن را خواهانم.	دومار ڤە سەر و بەدەن وژم، ئەڕا یە ک نیشان بەم ئازادیەمە مەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
so in due course of time got himself shut up in his sanctuary by the chocolate sprites	بدینسان با گذشت زمان خود را بار دیگر در ما من خویش به دست پریان کاکائویی خود سپرد	سە ڤە چین زەمان ڤە دەس ئەرواح شوکولاتی ڤە پەناگا وژێرە مەحبووس بی	Kakavandi	Harsin	Southern Kurdish	MRY	
but so ready to refuse the social obligations which went with them	اما حاضر نیستند تکالیف اجتماعی این آزادی را هم به موقع خود بپذیرند	بڵەم فرە ئامادە بی پێمانەل کوومەڵیاتی ک ڤە گەرد ئونە هامڕێ بی ڕەد بکەێ	Kakavandi	Harsin	Southern Kurdish	MRY	
he presently recovered his spirits and good humour	دلش قرار گرفته و به وجد و نشاط آمده بود	ئە ئێسە ڕووحیە و خوەشخوڵقی وژ دوارە ڤە دەس ئاوردەێئێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
so inured by now to the landscape that he derived great amusement from their comments.	اکنون چنان با محیط خو گرفته بودند که توصیفشان از مناظر دلنشین بود.	ئەو ئیسە ئەخکە ڤە دیمەنیلە ئادەت کردۊتەێ ک ڤە ڤتێەل ئەون فرە لەزەتە مەوردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
to show a generous mind	تا فکری بخشنده داشته باشد تا به میل خود اجازه دهد	ئەرا نیشان داین زێن سەخاوەتمەن	Kakavandi	Harsin	Southern Kurdish	MRY	
I left the dinghy on the buoy	قایق پارویی کوچک را روی آب شناور گذاشتم.	قایقەم نیا ئەر مل شناوەرە.	Kakavandi	Harsin	Southern Kurdish	MRY	
was he awake or was it but a dream	دانتس اکنون سعی داشت که بفهمد در خواب است یا بیدار	ئایا ڤە خەڤەر بی یا تەنیا ی خاوەێ بی	Kakavandi	Harsin	Southern Kurdish	MRY	
he felt that he was completely free from one part of his misery.	ورانسکی احساس کرد به کلی از قید قسمتی از ادبار خود آزاد شده است.	ئساس کردەێ ک ڤە کولی ڤە بەشەێ ئەژ نهاتەل وژ ئازاد کریایە.	Kakavandi	Harsin	Southern Kurdish	MRY	
but that was because his mother hadbeen notified that she was not needed.	ولی دلیلش این بود که به مادرش گفته شده بود که به وجود او نیازی نیست.	بڵەم یە ڤە ئی دەلیلە بیە ک دای ئاگا کریەوی ک ڤە ئەو نێازەێ نیە.	Kakavandi	Harsin	Southern Kurdish	MRY	
I examined the food in his lap.	غذایی رو که روی پاهاش بود رو بررسی کردم.	هواردەمنیە ئەر مل پا ئەو بەڕرەسیم کرد.	Kakavandi	Harsin	Southern Kurdish	MRY	
flushed and smiling, plumped down on the floor.	با چهره گل انداخته و خندان بر زمین نشست.	سۏر بۊ و زەردەخەنە مەکردەێ، ئەر مل زەمین نیشت.	Kakavandi	Harsin	Southern Kurdish	MRY	
he poured too many drops into the glass.	چند قطره بیشتر از حد لزوم در گیلاس چکید.	ئەو قەترەل فرەێ ڕشانێەر نام لیوانە.	Kakavandi	Harsin	Southern Kurdish	MRY	
took a trembling peep.	با ترس و لرز توی خانه سرک کشیدند.	ڤە ژێر چەما سەێر ڕکنەێ کردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
then carried the milk into the porch	شیر را به سرسرای خانه برده بود	دومار شیرە بردێە نام ئەێیوان	Kakavandi	Harsin	Southern Kurdish	MRY	
then force myself to turn around	سپس با غم و اندوه رویم را برگرداندم.	دومار وژم ناچارە مەکەم ک باما.	Kakavandi	Harsin	Southern Kurdish	MRY	
I thought about ducking out	یه لحظه با خودم در مورد رفتن فکر کردم.	ڤە یە فکرم کرد ک بچمە درر.	Kakavandi	Harsin	Southern Kurdish	MRY	
he concluded that he was dead and that those in the room were his murderers	به گمان اینکه مرده است و بقیه قاتل او هستند	ئەو ڤە یە ڕەسی ک مردێە و کەسەلەێ ک هانەر نام ئووتاخە بکوشەرنەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
he haughtily determined to be worthy of his station.	بنابراین سعی کرد تا شایسته این مقام شود.	ئەو ڤە قوروورا مسەمەم بی ک شایستە جایگا وژە.	Kakavandi	Harsin	Southern Kurdish	MRY	
that was only till two o'clock.	تمام این کارها فقط تا ساعت دو طول کشید.	ک هەر تا سات دۏ بی.	Kakavandi	Harsin	Southern Kurdish	MRY	
than to lead one to love thee who abhors thee now.	از دل ربودن از کسی است که از تو نفرت دارد.	تا یە ک کەسەێ وادار بکەین دووست برەێ ک ئێسە ڤە تو بێزارە.	Kakavandi	Harsin	Southern Kurdish	MRY	
to do the master a mischief.	برای آزار رساندن آقا معلم فروگذار	تا ڤە ئووسا شیتەنەتەێ بکەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
even the more simple sublimity of resolving to refuse him at once and for ever	حتی امکان این تصمیم باشکوه هم منتفی بود که بلافاصله برای همیشه جواب رد بدهد	تازە هایتێر ئێ تەمیار تورنگدارە بنرێ ئەولا، گ دەرجا ئەڕا هەمۊشە هەێدێ بکەێ	Kakavandi	Harsin	Laki Kurdish	AM	
she asked, her voice rough with stress and fear.	صدایش از استرس و ترس خشک و گرفته بود. او پرسید	دەنگێ ئێ چنگ دڵراوەکی و ترس هوشک و گیرریاوی، ئەو پرسیتێ	Kakavandi	Harsin	Laki Kurdish	AM	
the fact that theunintentional blow still had had anger in it angry dissatisfactionwith her really	با در نظر گرفتن این نکته که آن ضربه سهوی آلوده به خشمی زائیده نفرت از ربرتا بود	ڤەگەرد دەرنەزەرگرتن ئێ خاڵە گ ئە زەرپە نەگستە، ئالۊن ڤە خەشمێ بی گ ڤەدیهەتێ نفرەت ئەژ ڕبرتا بی	Kakavandi	Harsin	Laki Kurdish	AM	
but the sizzling steam made me fear a general explosion which would sweep across my men swarming like ants over the booty with a blast of jagged fragments.	اما بخار گرم محتوی آن مرا ترساند که مبادا انفجار عظیمی به وجود آید و افراد خودی را که در آن حوالی مش ول ارت ترنم بودند نابود کند.	ئەمانێ هڵم گەرم نام ئەڤە م ترسانێ گ ناخاێ تووقین کەڵنگێ بجرێ و کەسەل وژی گ ئەر ئە ڤەرگە دەیان ها --ئرت ترنم--ئەێرە نابوود بکەێ	Kakavandi	Harsin	Laki Kurdish	AM	
with none of the rather wandering attention span typical of a four year old.	هیچ نشانی از سر به هوایی مخصوص چهارسالگی در آن نبود.	هۊچ نیشانی ئەژ بێچەڵی گ هن چوار ساڵانە، ڤە ئەوێر نەوی	Kakavandi	Harsin	Laki Kurdish	AM	
but the short flick of yellowish flame in the dusk was powerless against the muffled up mysteriousness of the dark figure with an invisible face concealed by a great sombrero.	اما شعله زرد وکم فروغ در شفق آن قدر رمق نداشت که هاله رمز و راز پیکر سیاه با آن صورت نامرئی در زیر کلاه بزرگ محو گردد.	ئەمانێ شوێڵە زەرد و بێ نزگ، ڤە سفێدی شەوەکیەیرە، ئەخرکە گیان نیاشتێ گ ئاخڵە ڕەمز و ڕاز هێکەڵ سێ ڤەگەرد ئە شێڤە نادیارە ڤە ژێر ئە کڵاو کەڵنگەێرە گوم بکەێ	Kakavandi	Harsin	Laki Kurdish	AM	
that's how it is the whole level of husbandry has fallen.	برای همین است که سطح کشاورزی سقوط کرده.	ئەڕا یەسە گ ئاست کشت و کاڵ هەنگتێێەسەر زەمین	Kakavandi	Harsin	Laki Kurdish	AM	
he went down that night.	برای همین شبانه به آنجا رفت.	ئەڕا یە شەوانە چێیەڕا ورەلە	Kakavandi	Harsin	Laki Kurdish	AM	
was easily accounted for as belonging to the sense of haste	تو گویی مسایلی بدیهی هستند و ارزش توجه ندارند	بگر مەسائڵ بەدیهیکن گ ئەرزش سرەژە نەێرن	Kakavandi	Harsin	Laki Kurdish	AM	
there they were, like two babies, kissing and talking nonsense by the hour foolish palaver that we should be ashamed of.	بعد از آن دو نفری شروع به بوسیدن یکدیگر و وراجی کردند و ساعتی به بیهوده گویی گذراندند بدون اینکه از حضور ما خجالت بکشند.	دوما ئەڤە دووانی دەسان کردە ماچ یەکا کردن و ڤڕاجی و ساتانێ ڤە ڤێڵڤەشی بردە سرەێرە بێ یە گ ڤە لا ئیمەوا خجاڵەتی بکیشن	Kakavandi	Harsin	Laki Kurdish	AM	
