en_sentence	kmr_sentence	translation	variety	county	orthography	translator	3332
Fear not, young puglet. I wilst save you.	Netirse, cewrikê biçûk. Ez dê te xelas bikim.	Meterse, Pugo qij. Ez do to xelas bikera.	Standard		Kurdish	MO	
But I never learnt how to draw.	Lê ez qet nizanim xêz bikim.	La ez qet nêmusaya ke senî resim virazîyeno.	Standard		Kurdish	MO	
Mices! Come back here. I ve never read a book before. I don t know my way round.	Mişkino! Werin vir. Min heta niha pirtûk nexwendibûn. Ez rêya xwe nizanim.	Merreyî! Peyser bêrê tîya. Mi qet yew kitab nêwendo verê. Ez nêzana se bikera.	Standard		Kurdish	MO	
Pug, what are you doing now?	Pug, tu vê carê çi dikî?	Pug, ti nika se kenî?	Standard		Kurdish	MO	
Dog s inner Dog actually.	Lê Segê di nava Seg e.	Yanî Kutikê zereyê Kutikî.	Standard		Kurdish	MO	
Would I Dog? Brace yourself for thrills, spills, action and adventure!	Fermo, Seg! Çîrokeka biheyecan, aksîyon û macera bixwîne!	Kerem bike Kutik? Seba heyecan, vîlabîyayîş, aksîyon û macerayan xo hedre bike!	Standard		Kurdish	MO	
That rock is very rocky.	Lê ew kevir dileqe.	La na kerra zaf leqena.	Standard		Kurdish	MO	
(gulp) (laughing)	(xwezî daqurtandin) (kenîn)	(nîda) (huyayîş)	Standard		Kurdish	MO	
These may help.	Ev dê bi kêr werin.	Nê belkî hetkarî bikerê.	Standard		Kurdish	MO	
Pug, why did you hide all of OUR doggy biscuits?	Pug, te çima hemû biskiwîtên me veşartin?	Pug, çira to hemê biskuwîtê ma yê kutikan nimnayî?	Standard		Kurdish	MO	
Well, Dog has a head like a dog	A rast, serê wî dişibe yê segan.	O rast, sereyê Kutikî sey kutikan o.	Standard		Kurdish	MO	
Here we see the Foxton family doingtheir shopping.	Ev malbata rovîyan jî danûstandina mala xwe dikin.	Ma tîya keyeyê Luytonîyan vînenê ke dayîş-giretişê xo kenê.	Standard		Kurdish	MO	
I LOVE BOOKS THAT CARRY ME AWAY TO SOMEWHERE PEACEFUL AND QUIET!!!!	Ez ji wan pirtûkan hez dikim ku min dibin cihekê dûr yê aram û bêdeng!!!!	EZ KITABANÊ KE MI BENÊ CAYÊKO ARAMIN Û BÊVENG, ÎNAN RA HES KENA!!!!	Standard		Kurdish	MO	
Read on. Read on!	Bixwîne. Bixwîne!	Dewam bike. Dewam bike!	Standard		Kurdish	MO	
And now I hath learnt of mighty monsters who dwell upon a hill and that I must drive away!	Niha jî ez pê hesîyam ku li ser girekî, cinawirên xurt hene û divê ez herim şerê wan bikim!	Û nika mi hesnayo ke ejderhayê pîlî girêkî ser o ciwîyenê û ez ganî înan tîya ra dûrî bierza!	Standard		Kurdish	MO	
That s because I found your comicin my book Pug.	Xêzeromana te di nav pirtûka min de bûye, Pug.	Çunke Xêzeromanê to mîyanê kitabanê mi de bî Pug.	Standard		Kurdish	MO	
They are words - in pictures!	Ew peyv in – peyvên wêneyî!	Nê çeku yê - resiman de!	Standard		Kurdish	MO	
That is my new favourite book!	Min ji wê pirtûkê pir hez kir.	No kitab, kitabê min o favorî yo êdî.	Standard		Kurdish	MO	
That s what I came back to draw, somore people could visit.	Ez jî hatibûm ku nexşeyekê xêz bikim da ku mirov lê bigerin.	Ez ameybîya ke yew xerîta viraza, ke merdimî bieşkê tîya ra bigêrê.	Standard		Kurdish	MO	
So many new smells to enjoy.	Çi bêhnên nû û xweş jê tên!	Çi boyê neweyî û weşî yenê!	Standard		Kurdish	MO	
That s MY den in the basement! Am I going to be down there?	Ew kuna min ya li jêrzemînê ye! Nexwe hingê ez li jêr bûm?	No qula Min a cêrzemînî ya! O wext ez do uca de ba?	Standard		Kurdish	MO	
Are you ready Pug?	Tu amade yî, Pug?	Ti amade yî, Pug?	Standard		Kurdish	MO	
I am looking for a cat. Have youseen one?	Ez li pisîkekî digerim. We pisîkek nedîtîye?	Ez yew pisînge gêrena. Şima pisîngêk dî?	Standard		Kurdish	MO	
Oh Be careful.	Wîî baldar be.	Wî baldar be.	Standard		Kurdish	MO	
It was supposed to be my magicwand.	Divê ev darikê sêhrê, yê min bûya.	Ganî çûwaya min a sêhrbazîye est bîyêne.	Standard		Kurdish	MO	
If there are, I'm sure they will bequite friendly.	Eger hebin, bi min ew dê pir xwîngerm bin. (bêhnçikîn)	Eke est bibê, ez bawer a ke ê do zaf dostane bê. (nefesçikîyayîş)	Standard		Kurdish	MO	
That is my new favourite book!And now I know what people used before electric lights and batteries -	Min ji wê pirtûkê pir hez kir. Êdî ez dizanim bê mirovan berî lembeyên ceyranê çi bi kar dianîn –	No kitabê min o favorî yo newe yo! Û nika ez zana ke merdiman verê roşnîyanê ceyranî û bataryayan senî şuxulnayêne -	Standard		Kurdish	MO	
Really? Mum said it was Gladys.	Bi rastî? Dêya min got Gladîs e.	Raşta? Maya mi va Gladîs o.	Standard		Kurdish	MO	
That is my new favourite book!	Min ji wê pirtûkê pir hez kir!	No kitab, kitabê min ê favorî yo êdî’	Standard		Kurdish	MO	
Dog, do we have any bigger books on camping?	Seg, derheqê kampê da pirtûkên mezintir hene?	Kutik, derheqê kampî de kitabê ma yê girdêrî est ê?	Standard		Kurdish	MO	
Remarkable Pug, but not asremarkableas the bee who flaps it's wings one hundred and thirty three times every second!	Ew têra xwe ecêb e Pug, lê bi qasî mêşhingiva ku di her sanîyeyê da sed û sih û sê caran perên xwe li hev dide, ne ecêb e!	Ecêb o Pug, la hende ecêb nîyo sey hinga hingimênî ke her sanîye de se û hîris û hîrê rey perranê dana piro!	Standard		Kurdish	MO	
But did it show us how to catch those naughty bookshop mice Pug?	Gelo wê nîşanî me da bê em dê van mişkên mizawir çawa bigirin?	Gelo no kitab nîşanê ma da ke ma do senî nê merrayan ra pak bibê Pug?	Standard		Kurdish	MO	
All contestants get ready for thegold cup race!	Pêşbaz ji bo pêşbazîya kupaya zêrîn amade ne!	Hemê beşdarî seba musabeqaya kupaya zêrnêne amade yê!	Standard		Kurdish	MO	
I AM the Magic Pencil, as I havesaid before. I love to draw and draw and draw and draw....	Ez Pênûsa Bisêr im, çawa ku min berê jî got, ez xêz dikim, xêz dikim, xêz dikim û xêz…	Ez Qelema Sêhrên a, seke mi verê zî va, ez resim virazena, virazena, virazena û virazena...	Standard		Kurdish	MO	
Job done, Dog.	Kar qedîya, Seg.	Kar qedîya, Kutik.	Standard		Kurdish	MO	
Umm. Inheritance Tax ... Playing the Sax ..Aah. Fun with Facts!	Himm. Zevîyên Kirêb … Mêrên Ezêb … Aha! Rastîyên Ecêb!	Hmm Rayîrê zaf dergî... Ramitişê keştîyan ... Aha. Rastîyê Ecêbî!	Standard		Kurdish	MO	
Now they re micycles!	Mişkan qeşa girtîye!	Nika ê bîyê merrecemed!	Standard		Kurdish	MO	
I do believe he s in trouble. Time to jump up and get him down.	Pug di xetereyê da ye. Xwe biavêje ser gogê û wî ji ser daxe.	Ez vana qey problemêkê ey est o. xo bierze goge ser o û ey bîyare war.	Standard		Kurdish	MO	
Perhaps we have a book in the shop that might help you perform more magical magic tricks?	Lê belkî li pirtûkxaneyê pirtûkek hebeku ji bo hînbûna lîstikên sêhrê ji te ra bibe alîkar.	La belkî kitabxane de yew kitab est o ke şêno hetkarîya to biko seba musayîşê hîleyanê sêhrî yê hîna zafan.	Standard		Kurdish	MO	
I-I-think there might be somethingbehind us.	Dilekê min dibêje tiştek li pişt me ye.	E-e-ez vana qey belkî yew çî peyê ma de est o.	Standard		Kurdish	MO	
Fit for a queen Pug.	Layiqî şahbanûyekê ye.	Layiqê yew qralîçe yo Pug.	Standard		Kurdish	MO	
Aha! Thenyou must prove yourself worthy to sit at my long table! Bring me a dragon that breathes fire and flame! I want a new pet.	Waa! Nexwe bipeyitînin ku hûn şanazî maseya dirêj in! Ji min ra ejdehayekî bînin ku agir ji devê wî dijene! Lê wî kedî bikin.	Aha! O wext îspat bikerê ke şima hêja yê ke masaya derge de ronişê! Mi rê yew ejderha bîyarê ke adir puf keno! Ez do ey bika kedî.	Standard		Kurdish	MO	
I'm Camille	Ez Kimîl im.	Ez Camille ya	Standard		Kurdish	MO	
He won t have enough huff and puff left to chase Little Red Riding Hood anymore.	Êdî bêhn dê di ber wî da nemîne ku bikare bide dû Kûmsorê û pîzayê jê bistîne.	Êdî nefesê ey nêmaneno ke ŞalSure dima vazdo û pîzzaya aye dest ra bigîro.	Standard		Kurdish	MO	
Amazing.	Pir baş e.	Zaf weş o.	Standard		Kurdish	MO	
Umm Perhaps we have a book in the shopthat will answer your big questions.	Himm. Dibe ku li pirtûkxaneyê pirtûkek hebe ku bersiva pirsên te yên mezin dide.	Umm Belkî kitabxane de kitabêk est o ke cewabê persanê to yê girdan dano.	Standard		Kurdish	MO	
GIVE THAT TO ME!	Wê bidine min!	AYE BIDE MI!	Standard		Kurdish	MO	
I ve never seen a jungle like thisbefore Dog.	Min heta niha daristaneka weha nedîtibû.	Mi heta nika daristan wina nêdîbî Kutik.	Standard		Kurdish	MO	
BOW! WOW! ZAH!	Teq! Req! Gurm!	Teq! Req! Gurm!	Standard		Kurdish	MO	
Excellent work Pug. Would you likeme to read your story?	Siheta te xweş, Pug. Tu dixwazî ku ez çîroka te bixwînim?	Karêko zaf weş Pug. Ti wazenî ez hîkayeya to biwana?	Standard		Kurdish	MO	
Adventure IS my middle name.	Jixwe macera bernavê min e.	Macera nameyê min o verên o.	Standard		Kurdish	MO	
...I love the peace and quiet reading a good b-	…ez ji xwendina pirtûkekê ya di bêdengîyê da-	...ez wendişê kitabê weşî ra hes kena bêvengî de-	Standard		Kurdish	MO	
A CHEESE cake?	Pasteya bipenîr?	Yew keka PENÎRINe?	Standard		Kurdish	MO	
...I love books...Err. Eh	… ez ji pirtûkên… Hii. Hii	...ez kitaban ra...hii. Eh	Standard		Kurdish	MO	
Even another Magic Pencil?	Pênûseka din ya bisêr jî?	Yewna Qelema Sêhrêne zî?	Standard		Kurdish	MO	
And a muddy place too.	Li vir herî jî pir e, Seg.	Û yew cayê herrin o zî.	Standard		Kurdish	MO	
That s it! We can t play together.You re big, I'm small, we re just too different and it's never going to work out. Hmmph.	Bes e! Em nikarin bi hev ra bilîzin. Tu mezin î, ez biçûk im. Em ji hev cuda ne û em dê tu carî bi hev ra nelîzin. Hiiih!	Bes o hende! Ma nêşênê pîya kay bikerê. Ti gird î, ez qij a, ma zaf cîya yê û ma do qetî nêeşkê pîya kay bikê uhfrr	Standard		Kurdish	MO	
Pug, though it pains me to sayit... chase that cat!	Pug, min nedixwast wisa bibêjim, lê… bidin dû pisîkê!	Pug, ez nêwazena nîya vaja, la... pey a pisînge bikewe!	Standard		Kurdish	MO	
...and Dog...and Pug.	…û Seg… û Pug.	...û Kutik... û Pug.	Standard		Kurdish	MO	
..I love to sit quietly and...	… ez hez dikim rûnim û…	...ez hes kena ke bêveng ronişî û...	Standard		Kurdish	MO	
Camille and Leon danced the night away together. That is how Camille and new friend Leon overcame their shyness and came out into the light.	Kimîlê û Lîonî heta sibehê bi hev ra dans kir. Bi wî awayî Kimîlê û hevalê wê yê nû Lîonî ji şermokîya xwe xelas bûn û derketin ber ronîyê.	Camille û Leonî şewe pêro pîya reqs kerd. No hawa Camille û embazê xo yo newe Leon şermokîya xo ser o bîyî serkewte û vejîyayî roşnîye.	Standard		Kurdish	MO	
I can make into hats!	Dibin şewqe hez dikim!	Ez eşkena înan bikera şewqe!	Standard		Kurdish	MO	
No need to panic Pug. I'm sure it's nothing.	Xwe netirsîne, Pug. Bi min ew ne tiştek e.	Hewce nêkeno bitersî Pug. Ez zana ke çîyêk çin o.	Standard		Kurdish	MO	
That s funny. I feel like I'm still here.	Pir ecêb e. Ez dibêjim qey ez hîn li vir im.	No zaf ecêb o. Ez vana qey ez hema zî tîya de ya.	Standard		Kurdish	MO	
But I'm having such fun.	Lê ez wiha dilxweş im.	La ez wina xo rê keyf kena.	Standard		Kurdish	MO	
Happy birthday Dog.	Rojbûna te pîroz be, Seg.	Rojbîyayîşê to pîroz bo, Kutik.	Standard		Kurdish	MO	
All we have to do is walk along this tight rope and climb down the ladder over there.	Bi tenê divê em li ser vî benê şidandî bimeşin û hilkişin ser wê nêrdewana li wir.	Çîyo ke ma ganî bikerê no yo ke ma resneyê tengî ser o şirê û a nêrdîwane ra şirê war.	Standard		Kurdish	MO	
We just blew it off your head!	Bi pifkirina me ew ji serê te ket!	Ma bi pifkerdişî a sereyê to ra eşta!	Standard		Kurdish	MO	
You can polish our hooves.	Tu dikarî simên me cîla bikî.	Ti şênî simanê ma cilaya bikerî.	Standard		Kurdish	MO	
Dog. If you could just...	Seg. Eger tu tiştekî…	Kutik. Eke ti bieşkîyayêne...	Standard		Kurdish	MO	
Actually, I rather like them.	A rast, min ew ecibandin.	Raştîya xo de, ez înan ra hes kena.	Standard		Kurdish	MO	
It's so true!	Erê, rast e!	No raşt o!	Standard		Kurdish	MO	
How cu-ri-ous.	Li vê ecêbê!	Hela na e-cê-be.	Standard		Kurdish	MO	
Our own sun!	Ev roja me ye!	Na tîja ma yaa!	Standard		Kurdish	MO	
Do you have any doggy biscuits?	Li ba te biskiwîtên segan hene?	To de biskuwîtê kutikan est ê?	Standard		Kurdish	MO	
What?!	Çi?!	Çii ?!	Standard		Kurdish	MO	
Granny Pug, do rocks havetentacles?	Dapîra Pug, milên zinaran hene?	Dapîra Pug, polê/milê kemeran est ê?	Standard		Kurdish	MO	
I don t like being on thisroundabout!	Ev tiştê ku digere bi min xweş nayê!	No çîyo ke çerx beno, ez tira hes nêkena!	Standard		Kurdish	MO	
Sorry, Enid but The Terrific Two have to be heading home now.	Bibore Înid, lê divê em her du maceraperest vegerin malê.	Ef bike Enid la Dîyê (2yê) Muhteşemî ganî nika şirê keyeyê xo.	Standard		Kurdish	MO	
I ve just perfected a recipe for lava cakes I'm sure you ll enjoy.	Min pastayeka lavayê ya xweş çêkir, bi min ew dê bi dilê we be.	Mi hema yew keka lavaya weşe viraşte, ez zana ke şima do aye ra hes bikerê.	Standard		Kurdish	MO	
My Name is Rargh and this is Grahhh.	Navê min Rag e û ev jî Gra ye.	Nameyê mi Rargh o û no zî Grahhh o.	Standard		Kurdish	MO	
And I suppose you have a brother called We are going to eat you?	Ez dibêjim qey birayekê we yê bi navê Ez dê we bixwim. heye?	Û ez texmîn kena ke yew birayê şima est o ke nameyê ey Ma do şima borê yo?	Standard		Kurdish	MO	
An excellent idea. Come on Pug.	Ev fikreka xweş e. De were, Pug.	No fikrêko weş o. de hayed Pug.	Standard		Kurdish	MO	
It's a question we can explore as long as we keep asking it, and never reach	Ew pirseka wisa ye ku bersivên wê pir in û em tu carî nagihîjin encamekê.	No wina pers o ke ma eşkenê heta-heta cewabê ey bigêrê, la ma qet nêresenê peynî	Standard		Kurdish	MO	
These are the plains of Spain Pug.	Em li deşteka Spanyayê ne, Pug.	Ma deştêka Îspanya de yê Pug.	Standard		Kurdish	MO	
Building shelves... FindingElves ..Aah. Seeing ourselves.	Himm. Rê dîtin… Elf dîtin… … Aha! Xwe dîtin.	viraştişê Refan... Vînayîşê Elfan ... Aah. Xodîyayîş.	Standard		Kurdish	MO	
I'm not sure I'm the right personto be giving advice. Nobody round here seems to like my work.	Min ne bawer e ku ez ji bo hînkirinê mirovê rast bim. Tu kes wêneyên ku ez çêdikim naecibîne.	Ez nêzana ez kesê raşt a ke metodan bida yan ney. Tîya de kes karê mi ra hes nêkeno.	Standard		Kurdish	MO	
Pug, a questing song please.	Pug, strana lêgerînê lê bide.	Pug, kerem ke deyîra cigêrayîşî vaje.	Standard		Kurdish	MO	
(LAUGHING) Now MY brain hurts Dog!	(kenîn) Îcar mejîyê min diêşe, Seg!	(huyayîş) Nika MEZGÊ MI dejeno Kutik!	Standard		Kurdish	MO	
So, places everyone.	De herin cihên xwe.	Hadê, her kes şiro cayê xo.	Standard		Kurdish	MO	
Plasticity ... Domesticity..Ah..Electricity!	Asîmetrîk… Bîyometrîk… Aha! Ceyran!	Plastîkîye... Kedîkerdiş... Ah.. Ceyran!	Standard		Kurdish	MO	
Oh! Aah! (panting) Aah!	Oh! Aah! (helkehelk) Aah!	Oh! Aah! (nefesnefes) Aah!	Standard		Kurdish	MO	
Oh. So... I'm not in it at all?	Aa. Yanî… ez tê da tune me?	Oh. Yanî... ez qet tede çin a?	Standard		Kurdish	MO	
OOOH I never thought I d do this again!	Aaaaa! Min nedizanî ez dê dîsa vî tiştî bikim!	OOOH Mi nêzanayêne ke ez do reyna naye bikerî!	Standard		Kurdish	MO	
Three! Two! One! GO!	Yek! Du! Sê! De!	Yew! Di! Hîrê! ŞO!	Standard		Kurdish	MO	
Mmm, it's IS nearly their bedtime.Perhaps we have a book in the shop that might help.	Mmm. Êdî wextê razanê ye. Dibe ku li pirtûkxaneyê pirtûkek hebe ku ji te ra bibe alîkar.	Mmm. Nika wextê rakewtişê înan o. Belkî kitabxane de yew kitab est o ke hetkarî bikero.	Standard		Kurdish	MO	
There are lots of ways to entertain people Willow. And when you ve found one why not do it even more?	Tu dikarî bi gelek rêyan kêfa mirovan bînî. Eger te yek dîtibe, tu dê çima nikaribî rêyine dîtir bibînî?	Zaf rayîrî est ê ke merdim merdiman şa bikero Willow. Û wexto ke to yew dî, çira ti hîna zêde nêkena?	Standard		Kurdish	MO	
Hoooph. Thanks for the ride, birds. Enjoy the sandwich!	Hûûh. Spas ji bo alîkarîyê, çivîkino. Fermo, sandwîçan!	hûûhûh. Seba gêrayîşî sipas, mirçîkêne. Ka sandwîçan biwerê!	Standard		Kurdish	MO	
I'm Pug.	Ez Pug im.	Ez Pug a.	Standard		Kurdish	MO	
Yo Dog. I'm down with this.	Erê, Seg. Kêfa min ji vir ra hat.	Eya Kutik. Keyfê tîya ra ame.	Standard		Kurdish	MO	
Now is the right time in the story.	Niha jî li gor çîrokê ne dema rast e.	Nika wexto raşt o na estaneke de.	Standard		Kurdish	MO	
And everyone went where the Wumpus went, and agreed it was one of the best places they had ever been.	Û her kes çû cihê ku Wumpus çûyê û hemûyan qebûl kir ku ew der cihê herî xweş e ku ew heta hingê çûnê.	Û her kes şî cayo ke Wumpus şiîi, û înan qebul kerd ke uca cayêkê tewr weşan ra bî ke ê heta nika şîbî.	Standard		Kurdish	MO	
We don t really go in for that sort of thing.	Haha! A rast em tiştên wisa qet çênakin.	Haha! O raşt ma çîyanê winasîyan qet nêkenê.	Standard		Kurdish	MO	
I wish I had a selfie like that.	Xwezî min selfîyek bigirta.	werekna selfîyê mi zî wina bibîyêne.	Standard		Kurdish	MO	
BOW WOWZER!!	Li vê ecêbê!!	Hela na ecêbe!!	Standard		Kurdish	MO	
This is a book about a legendaryhero and it is called...	Ev pirtûk li ser lehengekê efsanewî ye û navê wê…	No kitabêk o ke derheqê qehremanê efsanewî de yo û nameyê ey...	Standard		Kurdish	MO	
Look at me Dog. I'm buff!	Li min binêre. Ez xurt im!	Biewnî mi ra Kutik. Ez zaf xurt a!	Standard		Kurdish	MO	
What are they Commander Action?	Ew çi ne, Fermandarê Çalak?	Nê çi yê Kumandanê Karî?	Standard		Kurdish	MO	
Pug, that s not quite what I meant by the lesson of the story.	Pug, ya rast dersa ku çîrok dixwaze bide, tam ne ew e.	Pug, eslê xo de dersa ke na hîkaye waştêne bido, naye nêbîye..	Standard		Kurdish	MO	
And it is called...	Û navê wê…	Û nameyê ey...	Standard		Kurdish	MO	
Hold tight boys. We re sinking!	Xwe bigirin, xortino. Em dadikevin!	Xo weş bigêrê gedeyêne. Ma kewenê war!	Standard		Kurdish	MO	
Don t worry Mrs Berlin, we ll catchhim.	Xeman nexwe, Berlîn Xanim, em dê wî bigirin.	Meraq meke Xanim Berlin, ma do ey bigîrê.	Standard		Kurdish	MO	
This IS a friendly forest Pug.	Ev daristaneka xweşheval e.	No RAŞTA ZÎ yew daristanê dostan o Pug.	Standard		Kurdish	MO	
