مثل اون مردنی که شه زنان نشننه مه منظور نیه	I don't set up to be one of those men that don't care about women.	as I never meant to hear of his wife, as she did not know.
بئوتمه که ولکون اتا کار مهم داره	I thought it might be important.	I understood that there might be something important in the morning.
مه خیال جمع نیه که تو باشی	I wasn't sure it was you.	I don't think you'll be on the hook.
نقره قفل ره شه جیف جا در بیارده	took a silver key from his pocket	took the heavy key from his pocket
بورده تخت ور	advancing to the bed's head	advancing to the bed's head
نتومه قبول هکنم	I can't possibly keep them.	I shall refuse.
نییت بروش بونه	I can sell them fast as I get them.	it will bring bad luck.
یک دفعه هاری بیته	maddened by a sudden attack of rabies	then, suddenly, he wasliving it
ولی ای بتّره تو دخالت نکنی	but, however, you had better not interfere.	but you'll not encourage anyone.
اتا خواهش که ننشنه باوتن	a wordless plea	a word that is not to be said and heard
شه ده تا دست ره کشه بزو	crossing her hands upon her bosom	his hand was tied.
شه جا پِر نِرس	do not move!	he asked his father
آخه وِ خاله ناینه	because he hadn't any aunt.	it is no longer.
من شما ره خله دوست دایمه	I love you.	I loved you.
اتکه ونه رو اثر هکرده.	feeling a little overcome.	which letter put her into the greatest good humour.
چن تیم گرد خاک امه رو هنیشته اتی هکرده که اما چندبار اشنافه هکردمی	some part whereof flying up to our faces set us both a sneezing for several times together.	the abbe sprinkled a little dust over it to conceal the traces of its having been removed
ات تا موهم راه حل که از ونه رو ونه کار بووه	which is such that I have made it my law of action.	to make a careful note of the great deviation from the strict rule of right.
پیتکله مرده واری گلی جا جواب هدا	an owl answered with his sepulchral note.	replied the man with a plaintive cry of pain
و وره با اونچه اترام و ادب بییه پذیرا بییه	who received him with great civility.	received him with such a warm, respectful reception
شوالیه با شه هرچی زور داشته وره بکشییه	though he pulled with all his might	the breeze whistled low in the dusk among the tossing pines.
اتی جدی و باوقار دله بی یمو و اتا سیو کت دکرد بییه همه چین چروک و ونه جمه پولک تا ونه اون سیو پرپشت قهوه ای ریش بن دوس بییه	had entered solemnly, in a black creased coat buttoned up under his spreading brown beard.	so he was earnestly absent minded, and took a gray view of the place.
راسسی بدجوری بدبختی یه	what incomprehensible misfortune	it is indeed a disgraceous thing that must be brought to a head.
اول اونتا ره با ات تا دس و ایی با د تا دس بیته	he took it first in one, them in both his own.	assisted to hold her with one hand and the other with two.
شما همه تایی ونه بتوندین که اون دله ره بوینین	make sure yeh can see' now	you may all have the strength to look at it.
پس خله کوشش هکردمه تا امه رفاقت سر هیره و شه تموم سعی ره هکردمه	I was moved to make a last attempt to regain his friendship.	then I made a concerted effort to prove my friendship and I made my efforts.
آخر تا اون روز ات چی صاب نییه که ارزش غرصه بخردن داره	for until now she had never owned anything worth grieving for.	in the end, he thought it of nothing worth the trouble to eat.
نتونده اون قرار که د سه روز پیش بشت بینه سر بوره	he would not be able to keep an engagement with her that night, for instance, that he had made a day or two before.	was unable to dissuade him from taking the last two or three days.
اتا بی چمر بی بینه دادگاه که خله دردآور بییه	while a painful silence reigned in the court room.	was that the trial, which was certainly painful
این بار ونه اعصاب خله خله ضعیف بیی بییه	his nerves were terribly overstrained by now.	quite weak it was in time to suffer from too much fluid in the tissues of his body
با شه مار شونه کلیسا، چون سنگین بی یه ناگمون وینده نخار هسسه و نتونده اونجه بمونده	was at church with her mother, and suddenly overcome by indisposition, arising from her interesting condition, she could not remain standing,	with the marshal of the church, who was obstinately sick and dismounted, and could not remain.
اونم همچین کاری این وقت شو یا این همه جادوگر و دب که امه دور ور درننه	besides this kind of thing's too awful, here this time of night with witches and ghosts	perhaps and this is settled in spite of all the magical enchanters who are within our reach
کمه بیش سات یک بعد از نصبه شو بییه که کوزت ات تا بلن قهقهه بشنوسسه	at one o'clock in the morning, possibly, she heard a loud burst of laughter	before the horror was half an hour old
تا اعلام رای دادگاه گدری ونه پلی دواشه و شه ونه رزه پزه ره روزنامه سسه گزارش هده	on his day of sentence that she, his mother, would report the samefor him.	to enable him to tell the tribunals in order to put it in the newspapers.
چون اگه راس بوهه من دومبه که این زوبین دم ده درسسی شفته هسسه	which if true I take to be good evidence that this harpooneer is stark mad	for if it be really true, I know it is a sound precaution, and the obligation of utterly doing so
که از فردا دیگر مه همرا نییه	or rather him who will no longer be my servant to morrow	that he will not be with me any more to morrow.
اما شه دل دله وره سر ندا درسسی که خده ونه ریکا باشه	but in her heart she had never given him up, as though, indeed, he had been her son.	but she did not think of it was decent to wear false teeth.
بالای گذر ماندرلی ره دپوشندییه	making a vault above my head like the archway of a church.	that it covered the whole approach on that side of it.
اون سرخه ونی را منخرین حیوون برنده بییه	the brute with the red nostrils had won.	he had triumphed in the end of his life.
این گدر من نومید بیمه و برمه بکردمه و شه خد ره این دنیای دله بی کس و تک تینار بدیمه	I had already broken out into a desolate cry, and felt an orphan in the wide world.	I was disappointed, then, with my faith shaken, and I found myself alone in the world.
