شازاێە خانم ڕەنگێنە تۊلەک نەمامێ بی گ تازە دەساڵان پڕاکردۊتێ	a pretty young princess just turned of ten.	the princess, who had only just turned twenty
هامە مەگەێ دی ڤە سیفا ئراکاسیاێن وژتان بۊنان	you must begin to think of settling down.	I want you to look at each other in your own eyes.
م هۊچ خێاڵێ نەێرم ڤە هەق هومەێرە بەدی بکەم	I will not harm you.	I have no right to impugn it.
ئەمانێ ئەێ منەێرە ڤە ڕاتی ئێرەلە نییە	nor as comfortable, I am thinking	but it's not about me right now.
گ هەنساێ دەرسە وژتان نەزانینان، تیزتان ڤە بێنە مەورن	who plague you if you don't know your lessons	for if you do not know your lesson, you will die in it.
ڤە دووخ ڤاق ئابردۊکا هووسانا	stopped in surprise.	they were soaked in water.
تەنیا ئەڤینە مەتۏنێ ئیمە ئەژ ئێ ڤەرتەڤەرییە ڕزگار بکەێ	only love will get us through this	it is only then that we can escape this tragedy.
م فرە مەگەێم گ ڤەگەرد خەڵک جەماوەری گەپ بێیەم، و ئامادەم ئەڕا ڤە دەس ئاوردن هەقان یارییان دەم	I like talking to the peasants, and am always glad to do them justice.	I don't take it very lightly to talk to the masses, and I'll be willing to play the game of catching up with them.
ئەژ هەنێکرا یەکمین پەیامان ڕەسۊ ڤە دەس، ئەژ ئێ مەوزووە ئاگادار بین	since that first transmission they had found out that the old woman	as soon as the first message of our arrival arrived, we were informed of the danger.
دۊز چۊ بیس ساڵ پێش نام هەر کللێڤەێ گ دڵم بگەیتێ بارم ئەو ڤیرم	remember every fool's name as well as I could twenty years ago.	I'll remember every key you take from me, like, twenty or twenty years ago.
ڕەفتار و جمجۊل سەرەژەئەورکیشێ داشتێ	his demeanor easy and prepossessing.	he had a very strong temper and demeanour.
ڤە ئەواکی دەسە چنگڕ داێ ئەر دەس وژێ	while she scratched his face with the other.	clutching his wrist with both hands.
م خاستر ئەژ هەر کەسێ مەزانم گ تو مەتۏنین ڤیریا وژت بین	I know better than anyone that you can look after yourself	I know better than anybody that you can remember.
هەنساێ تەزئێرکردن و نهار هواردنم، ڤە دانسکەوا کەمێ ڕێیەم دۊرا ئایشت	I deliberately walked further than usual in my lunch hour	I took a deep breath and awoke, a short distance from the dining room.
ئەمانێ چێمێ بێجگەژ ئەور و ئاسمان نەی	could see nothing but the clouds and sky.	but I could see nothing but the sky.
ئەخنکە داخ گ هۊچ کلکێ تاو گیرداێن نیاشتێ	so hot that no fingers can hold it.	but it's a pity he didn't have a clue.
فرە سەرەژە ئەو ئحساس ئەواکان نمەگرتێ	little concerned about the feelings of others.	he didn't take his feelings too seriously.
هەر یەێ ئتفاق ڤەرچەم گرێکە	was a remarkable coincidence.	it's all happening to me.
ڤەهاڵێکەێرە گ ئەو وژ بنکول مردێیە	the man being stark dead.	it is certain that he is dead by this time.
م وژم هەر ئیسکە گلەمارما	I myself shall turn back at once.	I'm just as nervous right now, I say.
ڤەداخا مەگەێ بووشم هەق ها تو	I am afraid you are right.	don't let me tell you what's the matter with you.
دۊز چۊ زەمان دوما تەسادف گ خەڵک چەمەڕێ دوکتوڕن	as it might be after an accident, when people are waiting for the doctor.	so what happens next is that people are waiting for him.
منە مەگەێم چێتێ بایژم ئەێ گیر نە گ چێتێ ئەژن بکەنما	I want to give you things, not take things away from you.	I'm not going to be held hostage by anyone.
ئەو ڤە نام ئاودەسەێرە گیر کردۊتێ و چێ نەشنەفتۊتێ	she was locked in the bathroom and did not hear anything.	he was trapped in his pocket and hadn't heard.
ئەمانێ پرووژە داشتێ پێشە مەچیا	but the project was under way again.	but he had a tendency to move on.
ئیمڕوو گ مەهەتم پەنج دولار شیرینیم داوە بێن	I tipped him five dollars when I came out this morning.	I've had five dollars of sweet treats for the day.
هایتەێریژ دوما ئەودەرداێن ئێ گوجەرتانە ئەێ ماڵ تا ئیسکە ڕەسۊ	it may have arrived since I left my office	the last hurrah was that the dog had been in the house for some time already.
بەڵکەم گیان و دڵان خوەشاڵ و شاد بی	but because gaiety and mirth were in their hearts	but there was good humour in their hearts and spirits.
مەکەوم ڤەگەرد هامژین نازارەم	I shall rejoin my dear wife.	I'm not going to marry your niece.
ئەمانێ مەگەێ بگرێیا گ بزانێ ئەویژ قەبوول بکەێ	but he must also learn to accept his brain.	but she did not wait for him to know that she was going to accept him.
پۆلیس ڤە ڕوواڵانەێرە بی و هەر گڕ هایتەێر بڕەسیا و بکردانێ ڤە دی	the police were in pursuit and might even find them there at any minute.	the police had been there, searched and found him every moment.
هەر کەس ئەژ خاسی ئەو بووشێ، ناڕاساێڕاس ڕخنە ئەژ ئیمە گرتێیەسێ	any one who admires him passes an oblique criticism on ourselves.	whoever has done him well has taken an unfair revulsion at us.
پشت وژ کردێ ئەر بوخارییە	spreading himself before the fire with his back towards it	turned his back on the cook.
پاپەتی ئەژ پلەگەل مەڕمەڕی چن ئەو بان	they sprinted in their socks up the marble staircase	dressed in an upper marble staircase.
ئەڕا یە ئەر ورەلە هەشارریاوا	so he lay in hiding there.	that's why I'm running a fever.
م بێیم ڕێنمایی خەڵک درم	I got the call to lead people	I was going to give directions.
نەتۏنستێ یەێ گل تر دەنگ ئەو نارێ	she could not help bursting out again	she could not hear him again.
ئەگەریژ ئازارمێ ڤە بێن ڕەسان شکایەتێ نەکردێ	if I hurt him, he didn't complain.	the chances of my suffering will not be compromised.
ڤەگەرد یەێ جۊلین ئە کوڕ بێچارە ئەێ بان سەندەلییە هێز داێ و ڤە نامێن زەمین و ئاسمانێرە گیرداێ	she lifted the helpless boy clean out of his chair and held him aloft.	with one impulse he lifted the poor boy up in his chair and pulled him up from the floor.
ئەمانێ تونم هەر نەوی	but I never saw you.	but I'm not strong enough.
فرە دڵمە مەگستێ یە ڤە تو بفەمەنم ئەمانێ نەگونجیاێە	I wisht I could tell you so you'd know, but I can't.	I'd hate to hear it from you, but it didn't work out.
دڵنیا نەوی گ ئەو ڤەباوەت کی قسە مەکەێ	he didn't know who she was talking about	but she wasn't sure who she was talking about.
هەوڵم دا گ سەێر وژم بایژم ئەر لاێ تر و ئەر ئەڤە نەپام	I did not look at the cottage.	I tried not to look away.
م ئاشتێیەسێ ئەو شوون قەیلێ ئتفاق و ماجرال مەترسیدار	to engage in many perils of various sorts	I love the pursuit of dangerous adventures.
گەچە داێ ڤە کیتی و هێزگرت	gave her the chalk, and stood up.	he gave her the key, and took it up.
ئەمانێ دڵنیام گ دومارێ دووسمە مەورینان	because I am sure that you will have a kindlier feeling towards me later on.	but I'm sure they'll love me afterwards.
یەێگلەکی هەت ئەو دووخ ئادی	abruptly resuming his old manner	suddenly he fell asleep.
بەرمەت دێرم گ فکر نەکەین م درم ئەر بان گووڕ مردێیەل چووپییە مەگرم	I hope you don't feel that I'm dancing on the grave of the world, so to speak.	I'm afraid you don't think I'm going to die on the porch.
ئەمانێ هەر ئحساس ژاری نەکردۊتێ	but he had never felt poor	but he didn't feel it.
ئتفاق کەڵنگێ جریایە	a great misfortune has happened	it's an old fashioned thing to do.
م هۊچ جیفاێ ئەڕا نان هوەرشت نەێرم	I don't feel sharp	I haven't got a pocketbook for breakfast.
ئەژ ماوەێ پێشتر زانستۊتێ	he had long ere this realised that	he knew it beforehand.
دوڵنگەێ کوێنە و پۊترکیا و چەنانیژ گەم نەوی	his clothing was old and worn thin, and it never had been very warm.	he had a pair of short trousers, a pair of pinstriped trousers, and a pair of shorts.
دەر کەڵنگ باخەوان ئەڕا شەو بەستۊ	their gate was shut for the night.	locked the gardener's door for the night.
م چۊ ماسی ئەودەرکەتێ ئەژ ئاوە مەمینم	I am a fish out of water.	I'll stay out of the water like a goldfish.
ئەمانێ ئەڵڤەتە ڕاسە گ ئەون ئەر ورەلە ڤە حوکم سەرسەختانە چارەنۊس ڤە دیل گیریاوین	it is true that they were fatally hemmed in there.	but the fact is that they are destined to be hunted down in the face of such cruel judgments.
ئەمانێ ڤە پرسیار سڤمێنە گ نەتۏنستێ ئەرن بڕەستێیا	but in reply to the third question which he did not understand said	but with a question he could not answer.
نمەتۏنم بهیلم تارام ئەژن بسینن	I can't let it go!	I can't have you listening to me.
ڤەگەرد بێزاری ئێ یەێگلە کەتێ ئەو ڤیر	with loathing she thought of what she meant by that love.	remembered the repugnance of the unfortunate couple.
وژتیژ هایتێر بۊنە ئاێمێ ترک	you yourself might have become a different person.	you'll want to see him off.
هەر ئە بووە ڕەسیتێ ڤە پت	he caught the smell.	that's how it was with you.
ڕاس بی گ کڵاید تەنیا یەێ جاڵ ئراگێردی بی	despite his looks and charm and family connections here	it was true that clyde was his only companion.
