پێشتر کەفتۊمە گریان داماویێگ، و هەست وە یەتیم بۊن لە ناو ئێ دنیای گەورا کردم.	I had already broken out into a desolate cry, and felt an orphan in the wide world.	I'd never been a whipped in the world before.
پێشنیارێ کە هەڵە کردم ئاراستەی کردم و ئەویش تمام حەق وە پێ بۊ ڕەدێ بکەێ.	a proposition which I was wrong to suggest and he quite right to refuse	I had wronged him, and he was wrong to refuse him.
ڕیسک گوناوگەڕیێ کردم.	I risked the fraud	I ran some risk of his being tyre-some.
خاڵ نگەرانی پڕ لە ژانێ بۊ.	was a point of painful solicitude	the spot of anguish was filled with pain.
بەسیانە بزمارێ لە قێ دیوار، و وە وریاییەو پێچانێ.	he tied them to a nail in the wall, and carefully plaited them.	leaping nimbly from the wall, and passing nimbly to his side.
توانای فام کردن بارودۆخ و خەم ئەو.	able to understand her position and her sorrow.	her capacity to understand, and her sufferings were in despair.
توام قسەیل خێرخوازانەی خوەم بژنەفم و بڕەسمەو.	I want to hear and understand my benefactor's words.	I wish to hear my own story, and to understand it.
پرسیار وە لێ کرد کە ئایا شانازی بەخشێدە پێ نان نیمەروو وەلیا بخوەێ؟	asked her whether she would honour him by lunching with him?	did he rouse him and asked him whether he would take his meals with him to noon?
ڕەد بۊن پیاگ نەۊد.	had not seen the man pass.	but had not prevented the man seeing him.
ئەمانێگ کاتێ لە ناوێن ئێ تاشەیلە ڕێ کردیام.	but as I was making my way among these crags,	but when I was already in the midst of these gentlemen
کە وە دڵنیاییەو خوەێ لە تاقیکردنەوەگان بە ناو بەێ.	who will certainly ruin himself in experiments	which will certainly result from your standing up in the examination
خەسۊرەگەێ بەدێ لە لێ هات.	her mother in law detested her	her jaw dropping as she looked after it with a little trouble.
دۊای وسان، براورد ئێ لا ئەو لای گرت.	after stopping to look about her,	therefore, after listening to it
تازە، خاڵە سیەگەد هە وە هۊچ نیەو.	in the meantime, your black spot ain't	as the latest interest had entirely borne down the first
ڕخێ چیا لە وەر چەو مەردم دینەنێگ ڕێک بخەێ.	he was afraid of creating a scene in public.	he was afraid of weakening and letting it go in the eyes of the world.
لە یە گ مەردم بایە دووسێ داشتوون توڕەۊ مادامێ گ ئەو هە خوەش ئەو ڕۊ ئەوان نێیاشت.	he was angry that people should go on being interested in him when he took no interest in them.	that one should like to be liked from his people, as he was not enjoying them.
یەکم وەی مدووە گ سەلیقەی تاکەکەسی ڕێگە نێیا پێ دڵنگ ترێ بکەێدە وەر.	first because his personal taste would not allow him to dress in any other way	that the first reason of being persuaded is why he must not wear such clothes.
ئەمانێگ هەرچەن پێخوەشۊ نەچوودە تێ.	but though he would have rather not entered it	but though he had not believed in it till then.
هەرچەن م تەنیا ئەڕای یە هاتمە گ ئەگەر تۊەنسم بامە مەیەتد.	though I have come only to aid you if I can.	though I came simply because I might have come to you and help you if I could.
وە سەختی تۊەنس سەتڵەگە هێز بەێ.	she could hardly lift the pail.	so he could hardly hold back the handle.
ئەڕا چە شراو نەخوارد؟	why did he not take wine?	why didn't you pick a glass of wine?
هیشت یەێ خولەک بچوود.	he allowed a minute to pass	eave us alone for a moment.
کە پیاگێ گ لەورە کار کردیا کەفتنە لێ.	that the man employed there was dismissed	that the man who had worked there had been wounded
م ئەومەڕەسۊم و هیچ کە دووس نێرێ ئایەم ئەومەڕەس وە ژیری بۊنێ.	I was stupid and nobody likes to see a stupid guy wise up.	I've got it, and I don't like to see such civilities from a point of view.
ئەو وت کە خەوەردارێ کەێ لە بڕیارەگەێ.	he said that tomorrow he would let her know his decision.	he said that he knew of his decision.
ڕێک لەو کاتژمێرە گ شەو پێش ناوێ ناۊد.	precisely at the hour named the night before	just at the time he hadn't seen it all night.
لە وتاق باڵە وەرەو وتاق چاوەڕوانی و تەبەقەی خوار وەرەو هسار.	through the ballroom to the anteroom and downstairs into the yard.	were led up to the room in front of the house, and stood on the ground floor.
ئێرنگە ت فرەتر منیدە ئەو.	you're much more her now	you are more like him now.
یە گ گوماناوی بۊ کە هە چڕینەگانیان شنەفتۊد.	that it was doubtful whether she had even heard their calls.	who suspected that she had heard them sing.
نیەزانم دی لە کی بپرسم.	I don't know who else to ask.	I don't know no more to ask him.
ئێرنگە کاغەزەگە دا وەو دۊەتە.	he now passed the paper over to her.	he gave her the paper to his daughter
سە قەتار ئیمە کل کریا ئێرە.	so our train was sent here.	so the train turned a corner
هۊردەو بۊم لە ئەو ژێر چەو گرتنێ.	I examined her carefully.	I thought I'd been keeping him under my nose.
مەگەر یە گ ئەو بابەتە خاس بزانێ.	unless he knows that subject well.	unless he were extremely and foolishly indulgent.
ئەمانێ یە چ گرنگیێ داشت؟	but what did that matter?	but what did he think was going to happen now?
ئمڕوو شەوەکی ئەو وەل ژن جوان ترێگا کل کردمەو دەیشت.	I sent her out this morning with the other young woman	I turned him out tomorrow morning by a young woman.
بەڵام فکر نەکەی م ئێ نهێنیەیل وێڵ تنە شارمەو.	but you needn't imagine I shall keep your ridiculous secrets.	but do not think I shall have hidden these secrets.
ناوزگ دراتن وە بوون خەنگ لە بن دڵەو	bursting into a hearty laugh	leaving a little interval between, for my back to settle down in.
مەگەر یە گ بتواێ سەرنج بێیەنە پێ.	unless he wanted to be noticed.	unless she could afford it to punish him.
لە ماڵەگەی خوەێ گوم بۊ.	he disappeared into his house	he found himself lost in his house
ئەۊ نامە ناو قەڵبم.	I kept her in my heart	she hurled them full in my heart
بێ پەلە دووس یەکتر داشتن چۊ ئەویندارەیل ئەوسا.	loving each other like unhurried old sweethearts	so immediately we settled on one another as our sister did for the others.
ئەۊ زۊ بوودە چشتێ گ هەر کاممان فرەتر ڕخمان لە لێ چوو.	he will immediately become whatever each of us most fears.	he would be as quickly as possible to be more frightened than he would normally have been.
سە دەور وەرێ گەردی.	so he searched around	so take the place.
لەنوو ئەڵگەردیەێدە ناو ئاژەڵەیل.	will go back into animals again.	turning it over again into wild things.
خوەد ئڕا هەر ڕۊداو لەناکاوێ ئامادە بکە.	prepare yourself for every emergency.	thou must prepare thyself, and not so abruptly
وەختێ گ ئەۊ دەێدە لید تا بمری؟	when he is striking you dead?	when she laid thee down to the end of the world
کە ت لە یەکەوگرتن وەل بنەماڵەی منا دۊر گری.	that you decline allying yourself with my family	that you should escape the spoil of my family
وەی مەرجە گ هەڵسوکەوت درس و دۊر لە لۊت بەرزی بکریێ.	provided that a proper humility of behaviour is at the same time maintained.	if the attack is made and launched at a distance from your nose.
درسە کە ئەۊ لە دۊایا هەرچێ دووس داشت ئەنجام دیا.	it is true that if he had done as he liked at the last	the whole success which he produced is contained in this remark of aninhabitant of the faubourg
ئێ تەمە هاتێ گیانیان بسێنێ.	this fog may have deadened them.	the fog that probably had hit them.
یەێ جارەکی ئەڵساو پا.	then he suddenly arose	her jaw dropping as she looked after the carriage with passionate curiosity.
ت وە قردگ قردگ خوەد بردیدەو گالریەگەی دەیشت.	you betook yourself slowly to pace the gallery.	who you said had been spotted out of your throat with a little cry.
لێوا هەڵم و وارین یەێ دەسێ لە واران خوڕیشت هێز گرت.	such a steaming and droning rose from the downpour	but neither did I hear of it till morning.
