بەڵکەم گیان و دڵان خوەشاڵ و شاد بی	but because gaiety and mirth were in their hearts	Rather, their hearts are happy and happy.
مەکەوم ڤەگەرد هامژین نازارەم	I shall rejoin my dear wife.	I'm not going to marry you.
ئەمانێ مەگەێ بگرێیا گ بزانێ ئەویژ قەبوول بکەێ	but he must also learn to accept his brain.	But it didn't take long for him to know that he was willing to accept it.
پۆلیس ڤە ڕوواڵانەێرە بی و هەر گڕ هایتەێر بڕەسیا و بکردانێ ڤە دی	the police were in pursuit and might even find them there at any minute.	The police had come to the scene, searched and found him at any moment.
هەر کەس ئەژ خاسی ئەو بووشێ، ناڕاساێڕاس ڕخنە ئەژ ئیمە گرتێیەسێ	any one who admires him passes an oblique criticism on ourselves.	Whoever says goodbye to him is inexplicably afraid of us.
پشت وژ کردێ ئەر بوخارییە	spreading himself before the fire with his back towards it	He turned his back on the steam.
پاپەتی ئەژ پلەگەل مەڕمەڕی چن ئەو بان	they sprinted in their socks up the marble staircase	He climbed the marble steps.
ئەڕا یە ئەر ورەلە هەشارریاوا	so he lay in hiding there.	That's why he was arrested in the first place.
م بێیم ڕێنمایی خەڵک درم	I got the call to lead people	I'm the one who's supposed to be leading the way.
نەتۏنستێ یەێ گل تر دەنگ ئەو نارێ	she could not help bursting out again	He couldn't bear to hear her again.
ئەگەریژ ئازارمێ ڤە بێن ڕەسان شکایەتێ نەکردێ	if I hurt him, he didn't complain.	He didn't risk hurting her.
ڤەگەرد یەێ جۊلین ئە کوڕ بێچارە ئەێ بان سەندەلییە هێز داێ و ڤە نامێن زەمین و ئاسمانێرە گیرداێ	she lifted the helpless boy clean out of his chair and held him aloft.	With a sudden movement, he lifted the poor boy up from the chair and pulled him down.
ئەمانێ تونم هەر نەوی	but I never saw you.	But I didn't pay much attention.
فرە دڵمە مەگستێ یە ڤە تو بفەمەنم ئەمانێ نەگونجیاێە	I wisht I could tell you so you'd know, but I can't.	I'd love to hear this from you, but it's not right.
دڵنیا نەوی گ ئەو ڤەباوەت کی قسە مەکەێ	he didn't know who she was talking about	He wasn't sure who he was talking about.
هەوڵم دا گ سەێر وژم بایژم ئەر لاێ تر و ئەر ئەڤە نەپام	I did not look at the cottage.	I tried not to look the other way.
م ئاشتێیەسێ ئەو شوون قەیلێ ئتفاق و ماجرال مەترسیدار	to engage in many perils of various sorts	I love the pursuit of dangerous events.
گەچە داێ ڤە کیتی و هێزگرت	gave her the chalk, and stood up.	He grabbed Katie's arm and pulled her up.
ئەمانێ دڵنیام گ دومارێ دووسمە مەورینان	because I am sure that you will have a kindlier feeling towards me later on.	But I'm sure I'll love you later.
یەێگلەکی هەت ئەو دووخ ئادی	abruptly resuming his old manner	Suddenly, he came to his senses.
بەرمەت دێرم گ فکر نەکەین م درم ئەر بان گووڕ مردێیەل چووپییە مەگرم	I hope you don't feel that I'm dancing on the grave of the world, so to speak.	I'm afraid you won't think I'm lying in the crosshairs of the sleeping dead.
ئەمانێ هەر ئحساس ژاری نەکردۊتێ	but he had never felt poor	But he didn't feel any pain.
ئتفاق کەڵنگێ جریایە	a great misfortune has happened	It's a very big accident.
م هۊچ جیفاێ ئەڕا نان هوەرشت نەێرم	I don't feel sharp	I don't have any grocery bags.
ئەژ ماوەێ پێشتر زانستۊتێ	he had long ere this realised that	You've heard it before.
دوڵنگەێ کوێنە و پۊترکیا و چەنانیژ گەم نەوی	his clothing was old and worn thin, and it never had been very warm.	He's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear and he's wearing his underwear.
دەر کەڵنگ باخەوان ئەڕا شەو بەستۊ	their gate was shut for the night.	He closed the garden door for the night.
م چۊ ماسی ئەودەرکەتێ ئەژ ئاوە مەمینم	I am a fish out of water.	I'm a fish out of water.
ئەمانێ ئەڵڤەتە ڕاسە گ ئەون ئەر ورەلە ڤە حوکم سەرسەختانە چارەنۊس ڤە دیل گیریاوین	it is true that they were fatally hemmed in there.	But the truth is, if they are caught in the crossfire, their fate will be decided.
ئەمانێ ڤە پرسیار سڤمێنە گ نەتۏنستێ ئەرن بڕەستێیا	but in reply to the third question which he did not understand said	But he didn't listen to the first question.
نمەتۏنم بهیلم تارام ئەژن بسینن	I can't let it go!	I can't have you listening to me.
ڤەگەرد بێزاری ئێ یەێگلە کەتێ ئەو ڤیر	with loathing she thought of what she meant by that love.	It reminded him of the disgust of this meeting.
وژتیژ هایتێر بۊنە ئاێمێ ترک	you yourself might have become a different person.	You'd better get out of here.
هەر ئە بووە ڕەسیتێ ڤە پت	he caught the smell.	That's how you came to this conclusion.
ڕاس بی گ کڵاید تەنیا یەێ جاڵ ئراگێردی بی	despite his looks and charm and family connections here	It's true that Clyde was only a one-man operation.
ڤە چەمەل وژ دیلە نیشان داسێ	he indicated the prisoner with his eyes.	He showed it to his eyes.
ڤەناکاو ڤە لەهجە قسەخوەشێکا دەس کردێ ئەر ڤڕداێن	she suddenly commenced chattering fluently.	Suddenly, with a smile on his face, he began to cry.
گ هەرگز ئێ هەمکە ستاێش نەکردۊتێ	never had she admired her so much!	who had never set foot in it.
ڤە ئێ ئانەێرە پیاێ ترک گ نیشتۊ ئەر جا ڕانندە، پیارئرا بی	while another man, who had been seated on the box, dismounted too	There was a naked man sitting in the carriage with a smile on his face.
لافاو، ڤە لێشاو قورسێکا ڕشیا ئەر سەرم	in full heavy swing the torrent poured over me.	The flood came down on me with a heavy blow.
ئەڤە گ مەبەست منە، ڤەشە هەڵەیە	my word is error.	That's what I mean, you're wrong.
ئاهانە بیس و شەش جلد نۊساویتێ	so had scratched out twenty six volumes.	Twenty-six volumes have been written so far.
ڤە وژەکەڵنگزانێکا پل برد ئەێ خەنە	she laughed impertinently.	It's like a self-fulfilling prophecy.
دوما هامە هەتمە ئێ مەیخانەوا	I walked into the wine shop here	Then I came to this pub.
هۊچ زێانێ ڤە هامە نمەڕەسێ	no harm can befall you	He didn't hurt me at all.
دارلە یەێگلەکی هوەل بینا و ڤە تونی زیانان ڕەسان ئەر باڵ	a sudden tilt struck her arm up roughly	The woods collapsed and fell to the ground with heavy damage.
ڕاسییەتی، خوەشم ئەژ ئێ باوەقوێڕەت بێشەرەفە هەت	I kind of admired the littlecuss	In fact, I'm so proud of you.
ئەمانێ کاروانسەرادارە فرەتر ئەێ کار ئەواکان سرەژە ئەر کار وژە مەگرتێ	but the landlord, who minded his own affairs more than other people's	But the manager didn't take it any further than the usual.
شۊیی خاستر ئەژ ئاندرە ڤە ئێ ڕووژەلەێرە باێ ئەو دەس	a better husband one would think could hardly be found nowadays	He's better off marrying Andrew these days.
هەر دەستوورتێ داشتوو ئەنجامە مێییەم	I am at your command.	I'll do whatever I have to do.
ڤتم گ هساوە م ڤە جیا بیلن	explained to him that, my bill was to be rendered to me personally.	I told him to leave me alone.
ئەمانێ هۊچ هەست سەرخوەشی نەکردێ	but he felt no joy.	But he didn't feel happy at all.
پێشهات ئیمڕوویی دەسپێچک گەپ ئیمشەوە	this funeral is the news of the day.	You're going to start talking to us today.
چۊناگ ئاڵبر دیتێ دەس ئەو گرتێیەسێ	she pressed her son's hand	He held it in his hand as if he had seen it.
ئیمڕوو گشت کارەل تەمامە ماو	I'll settle it to day.	It's all done today.
شەرم ڤە نام سەێرەل وژەێرە بشارێیا	quench the shame in her own.	He hid the shame in his dark glasses.
دڵم فرە تاسە دارستان کردۊتێ	I missed the woods so much.	I was so overwhelmed with grief.
زوور داێ ئەر مل ئەو و م ئەژ ئێ ڕەنجە ڕات کردێ	who wrung off the bird's neck	And He made him to flee from Me, and He made him to flee from Me.
چ چێیەل خەنەدارێ پێشە ماێ	said he, what queer things do happen!	What a ridiculous look.
ناچارم ڕێز ئەڕا قانوونەلێ بگرم	I have to respect his rules.	I have to abide by the rules.
چۊنا ئەر سەر مێزەێ کارێ درێ گ مەگستا ئێمڕوو شەوەکی تەمام بکەیتێ	because he has some work at his desk that must be done this morning.	Because he's got a job on his desk that he's supposed to be done tonight.
ڤەتاێبەت گ هایتێر چەن تو فرەڤەش و کونرفەم ناو	not so thickheaded or talkative as you are.	"He said, ""How busy are you, and how angry am I?"""
خوەشم نماێ ئاهانە ڤیر بکەینان گ م ئاێم بێزەڵەێکم	I don't want you to think I am a coward	I don't like to be reminded that I'm a jerk.
چۊنا ئیسکە دی تەتیلییەل تەمام بۊ	for now the holidays were over	Because now he's out of tattoos.
سەر کەسێ ئانمەوڕم و کارێژێ ڤە دادگاوا نەێرم	I shan't murder anybody, and I've no need of it.	I don't trust anyone and I don't have anything to do with this court.
م ئەژ ڕووژێ گ هومەم شناسی	since I fell in with you.	I'll remember the day you get it.
وژ ئەڕا نامنۊسی ئەو چێ	went himself to enter his name.	He went there to write his letter.
جواو داێ خوەشم ئەو ئورتوور هەت	I liked the overture, was his answer.	I love you,' she replied.
