گ ئەڕا ئێ چێیەلە گ ئیمشەو ڤتێ	did I ever get so angry as over his words.	That's why he said it last night.
ئیسکەتە یە یەێ ساتە گ مەی بکەتاینەو ڕێ	they should have been on the trail an hour gone.	It's been an hour since you got here.
هەنێ گ ڕبکا ڤە کابینەێرە بی	when she was in the cabin,	when the shadow was in the cabin
ئەمانێ کارێ ئێ دەس م نماێ	but I can't help it.	But it doesn't have my job.
هەر ڤە ئە جوورە ئەژ چەم یاسا و کلیسایژ تاوانبار و گوناکار بی	yet nevertheless, as the law and thechurch see it, guilty of sin and crime.	in spite of this one great deviation from the strict rule of jurisprudence, and from the strict rule of victory.
یە بەرزترین ئاست ئەژ دلێری و نەترسییە	which leaves nothing more to be said on the score of courage	That's the highest level of courage.
ڤە ئێ هاڵیژە جیفاێ قسە نیاشتێ	although her appetite was excellent.	He hadn't spoken yet, so he didn't speak.
نان ڕختڵە ساندویچەیژێ کردێ ئێ ئاو	he sprinkled the crumbs from his sandwich paper over them	He filled the cup with sandwiches.
ئێ سەردی نیشتێ داویچە	shivered with cold.	That's when he set foot in the spring.
باس بووشم گ فرە شەچکە	I must say hes generous.	I have to say, he's very smart.
ئەمانێ هالی سەختە خەتەرێرە بی	but that he was still in great danger.	But it wasn't too dangerous.
جهان پووشریاوی ئێ کڕکڕەمزی گ ئەر نزیک زەمین بی	the world was swaddled in a thick white ground fog	The world was full of ugliness.
یەویژە بزان منەر ورەلە ڤە زوور گلمە مێەنا	they would secure me by force.	You know, I'm not doing this on my knees.
مەگەر ڤە کارەلێکەێرە گ بەژەڤەندی بنەوایی ڤە نامێرە بووتێ	for any job of work where there wasn't valuable consideration to be gained.	Except for what he said in the middle of the story.
هۊچ نیشانە ئاشکراێ نیاشتێ گ مەقام بەرز ئەوە کەشتی‌ئەێرە دیاری بکەێ	to denote his gentlemanly rank on board.	There was no clear sign that the ship was to be seen.
م نمەێم سەر ئێ کارەت بارمەێرە	I wasn't gettin' nosy	I'm not gonna put my hand in this.
م هەر نمەتوێنم وژم بایژمەو دەر مەگەر ڤەگەرد نقاو	I can't go out otherwise than masked.	I can't stand any more than a shawl.
منە کرانەوا هێامەر ئەو	I stare at her dazedly.	I'm the one who's been doing it.
ئێ کارە ئەژ توانای منەو دەرە	it is past my power.	I'm perfectly capable of doing this.
چەنهاگل ماچ یەکترەکیمان کردا	we kissed one another over and over again	Then we kissed each other a few times.
دوما دووا سپاسمەندی هێز گرتمەورە	I rose from the thanksgiving	I made two quick swallows after the jailer his visited me.
کەتێ منەی ئەو	he went to look for him.	He went after her.
هەستێ درم گ هایتر نەزانانە و نادورس بوو	I am feeling something which is perhaps foolish and wrong	I feel like you're probably not the kind of person who's fairly educated.
هۊچکام ئەژ ئێ گەپەلە ئێ گرەک نییە	not one of those noises was indispensable	None of them desires it.
گ براێبەر ئابادییە ڕەسییە جا بازییە	he came out into an open place opposite the village	Who had also come to the village with his brother.
پا شکیا دتە، ڤە ڕۊئەورۊ ئەوئەێرە ڤە گەچێر بی	her broken leg in its cast stuck out stiffly in front of her.	The broken leg of the girl was paralyzed from the waist down.
ئەمانێ فرە زۊ ئەژ خاو هێز گرت	but waked early	But he soon got up.
ڤە زۊیی مەویمنە خاون ئایلێتر	I'm going to have a baby.	I'll be with you soon.
چۊنا تابڵاوەوان ئەژ ورەلە بردۊ	for the picture had been removed.	Because the painting was taken from the warehouse.
تو مەێ ئێ چارە نۊسە قەبوول بکەین	you must accept it.	you shall refuse him.
ڤە ئووتاق پەزیرایی‌ئەێرە فرەتر ئەژ دە ژنراڵ و ئەفسەر نۊشتۊن	where he found some ten officers and generals.	There were ten general and ten officers in the kitchen.
هەر کارێترک گ ئێ گرەکە بکە	do anything there is to do about the room.	Anytime you wish to do that,
من مشۏرەتێ کردم	I have advised him to do that.	I had to do something.
من مەیل دێرم تا ئەژ حەقیقەت ئاگا بووم	I want the truth, the truth!	I wish to know the truth.
حەڵقەم سافا کردم	I cleared my throat.	I straightened my mask and straightened my mask.
ئەڤە وژ شاردۏا تا بگرێ	he hid himself to weep.	He was hiding it to get it.
دەروازو ڤە تونێکا پشت سەرێ بەسریا	the gate firmly bolted behind him.	The door was tightly locked behind him.
ناچار دتەکە پا نیا نام دەریا تا عەرق جەستەی بشوورێ	so she went into the water to wash off the sweat.	she was driven into the thick water to keep her spell.
هۏچ ڤەخت قسە کردن ئەڤە نەیمە چەم	I never heard her speak	I never heard her speak
جبهە نیانە جاوا	deserted from the front	He put the front on his thigh.
سە چێیک نۏتم	so I didn't say anything.	so I didn't say anything.
ڤە ماشینا ڕەسانێیە ماڵ	drove her home.	He came home in a flying car.
منیش فرە خوەشاڵم	I'm very glad.	I'm so happy.
کەیوانوو چوون هەتە نام ئووتاخ	the old woman coming into the room	I'm telling you, he entered the room.
من وژم یە مەزانم	I know that well!	I know that, too.
ئیلە دو دت جوان	then the two young girls	these two young girls
ئەڤە هیشتە گیفانێ	put them safely in his pocket	He put it in his pocket.
ڤە تۏر گشتی من فرە خۏنمە سەر ئایلەل جووشە مارێ	but I am always fond of children.	I'm so sorry about the accompaniment.
هەقاتی ڤاسەنج ڕ بان خانگ	you're like the weather cock on a roof.	The truth is, he has to treat her right.
ڤە سەر جادە نیشتا	sat down on the trail.	sat down on the trail.
ڤە جا پەڕی و قیزناک و لەرزان ڤە نووا ئیمە ڤسا	stood, livid and trembling, before us.	He was amazed at us in fear and horror.
ڤە سەرە بانکی چییە بان و ئەژ چەم گوما بی	went up the hill and out of sight.	He raised his head and disappeared.
هەتا هەنێ ک مۏەل بان باڵم گڤا بی	even as the hairs on my arms began to shrivel.	Until the whale's arms finally disappeared.
سەرم لەقانم	I shook my head.	I shook my head.
ئیسکە خاس کول چێ کەتۏە ڤیرم	I can remember it vividly now	I remembered everything just as well.
دەس وژ نیا نەقش تۏڵ ئێرەخ کریا	he put his hand up to his forehead.	He put his hand on the wet towel.
یەک دەسم هیزا دام تا مەعزرەت گستنێ قتا بوو	I raised one hand to halt his apology.	I raised one hand to give the opportunity to explore.
یەک دو گلە ئاخ هیزا گرت	gave a long gasp or two	One took two o'clock.
مەبەستم یە نیە ک ڤە ئە جوور پیالێکم ک هووشیانە ژەن نیە	I don't set up to be one of those men that don't care about women.	I don't mean that I'm a man who's not supposed to be a lady.
ڤتم گاس کار گرینگێ داشتۏا	I thought it might be important.	I said it was very important.
دڵنیا نێڤیم تو بۏن	I wasn't sure it was you.	I wasn't sure if it was you.
کلیل نوقرەی ئەژ گیفان هاوردە دێرا	took a silver key from his pocket	He took the silver key out of his pocket.
ڤەرێ لا تەخت چی	advancing to the bed's head	He went to bed.
نمەتۊنم قەبوول بکەم	I can't possibly keep them.	I can't accept it.
نەرەسیا مەفرووشێرن	I can sell them fast as I get them.	They don't deserve attention to detail.
کوتبڕ هار بییە	maddened by a sudden attack of rabies	The son of the soul of every one who greets the end of his work.
ئەمان هەمباز خاسترە ک تو دخاڵەت نەکەین	but, however, you had better not interfere.	But you'd better stay out of it anyway.
یەک خاهش نەڤێتریا	a wordless plea	not a line, not a word reached me.
دو دوس نیا سەر سینە	crossing her hands upon her bosom	He swallowed his breast.
جمیش نەرینان	do not move!	His soft, cheerful movements.
ئاخر ئەڤە میمی نەیرێ	because he hadn't any aunt.	I'm not your aunt.
ئەمان هۏچ قودرەت جادوویێک نەیرن	but hasn't got any magic powers.	But they have no magic ability.
ڤە داخا سیکار نیە	I'm afraid there are none.	He's not a cigarette but a cigarette.
ئەمان کەفەن پەشمین ڕەشێ داشتن ک ئەڕا تاوسان سەنگین بی	but in ablack shroud, of woollen, which was heavy in summer	but he repented that it was heavy for the summer.
چوون ناخوەش بی	because she had been ill	Because he was a patient.
ڤەگەرد چەمیاین ڤە سەر ئی کونا تەریک مەترسی کەتنەنامێ هەس	there was the danger of falling over if you looked down into the abyss.	As a result, the risk of being enchanted by this dark and miserable age is a thousand.
قورس ئامادەوا بۏ	for he had made up his mind	He was willing to endure hardship and suffering.
تا ئیسکە دەسبرد ڤەرنێ دریاس	the ever got jacked	Until now, the mysterious power of the monkey has been taken away.
ماو سەریان بڕی	to get rid of them!	They had their heads cut off.
موسابقە شروو بی	the racers started.	The race starts today.
ئاخرین زەربە دیاری نام ڕووداوەل دێرێ	has the last featuring blow at events.	He's got the last punch in his hand.
سە لێڤە ئێختیاری هەر ڤەخت ک گست ئەژ حاڵ شێتی مایە دەیشت	while he who is so of his own accord can leave off being one whenever he likes.	So when you want to, you can get over that crazy thing.
هەر دو جووان ڤە فکر ئی باسە بین	was passed by the two young people in schemes on the subject.	The two young men were thinking about it.
