en_sentence	fa_sentence	translation	variety (Western Gilaki|Eastern Gilaki)	county	orthography	translator	5420
but the last link in it was that her husband, in exalting his brother and abasing himself, was not quite sincere.	اما آخرین حلقه زنجیر این بود که شوهرش در تعادلی دادن برادر و کوچک شمردن خودروی هم رفته صادق نیست.	ولی زنجیره آخری حلقه ان بو کی اونه مرد خو براره جور وکوشن و خودشه کوچیکا کودنه کلا راستا نگوفتی	Western Gilaki	Rasht	Sarkhat	GAB	
which was the sign of no mere mechanical sprightliness, but of an eager intelligence.	سرزندگی ای که صرفانشان نشاط جسمانی و مکانیکی نبود بلکه حکایت از هوشی آکنده از اشتیاق داشت.	خوشی و خوشحالی کی فقط از روی ظاهر نبو ولی نیشان دئی هوش و شوق و شور زیاد داره	Western Gilaki	Rasht	Sarkhat	GAB	
I am certain that, as soon as ever I 'begin to play for myself' and I still have 120 gulden left, I shall win.	من مطمئنم که اگر به حساب خودم قمار کنم و مثلا دوازده فردریک داشته باشم خواهم برد.	شک نارم کی اگه خودمه حیساب کیتابه امره قوماربازی بکنم و مثلا دوازده فردریک بدارم حتما برم	Western Gilaki	Rasht	Sarkhat	GAB	
in the course of which he was in the habit of smoking a cigar.	او عادت داشت حین این کار سیگار برگی هم بکشد.	اون عادت داشتی ان کارا خواستی انجام بده وا سیگار برگم بکشابی	Western Gilaki	Rasht	Sarkhat	GAB	
nothing to bother about in the army except getting killed.	در ارتش هیچ کس کاری جز کشته شدن نداشت.	ارتشه درون هیکس هیچ کاری جز کشته بوستن ناشتی	Western Gilaki	Rasht	Sarkhat	GAB	
he lacked that strength of will which he had known in himself and really possessed.	که در این باب صاحب تصمیم و ثبات قدم همیشگی خود نیست.	کی ان موضوع ِ درون، آدم با اراده و استوار همیشه خودش نیه	Western Gilaki	Rasht	Sarkhat	GAB	
will rain as often as it pleases me and may be needful.	هر وقت که خود بخواهم یا لازم باشد باران خواهم بارانید.	من خودم هروقت بخوایم و لازم بیدینم وارش آورم	Western Gilaki	Rasht	Sarkhat	GAB	
but it is rather a good thing that he has arrived just at this moment.	لکن در این لحظه درآمدن به اینجا فکر بدی نکرده است و بهرشکل که به اینجا راه یافته باشد	ولی الان ایا آمونه ره بدفکری نکوده و هسه هرطور کی ایا راه پیدابکوده بی	Western Gilaki	Rasht	Sarkhat	GAB	
or at least it is so exceedingly small, as to be incapable of protrusion.	یا دست کم زبانش چندان کوچک است که امکان بیرون آمدن ندارد.	یا حداقل اونه زووان اونقد کوچیدانه یه کی نتانه اونا بیرون باوره	Western Gilaki	Rasht	Sarkhat	GAB	
her great pity had taught her silence.	همدردی عمیقش خاموش ماندن را به او آموخته بود.	اونه عمیقه همدردی و ناراحتی ساکتا بوستنا اونا یاد بدابو	Western Gilaki	Rasht	Sarkhat	GAB	
suddenly something seemed to run over his arm and leg under the bedcloth	ناگهان چیزی در زیر لحاف به روی دست و پایش دوید.	هایباری ایچی لحافه جیر اونه دس و پا سرا بُدُوست	Western Gilaki	Rasht	Sarkhat	GAB	
I would have expected walls stretching the entire length of the boundaries.	من انتظار داشتم که دیوارها تا آخر مرز هر مربع امتداد داشته باشند.	من اینتظار داشتیمی کی دیواران تا مربعیانه آخر ادامه پیدا بکودابه	Western Gilaki	Rasht	Sarkhat	GAB	
you wanted it badly enough to put on quite a show.	خیلی هم بهش احتیاج داشتی که حاضر شدی این نمایش رو راه بند ازی.	خیلی یم اونه مختاج بی کی تی دیله راضیا کودی ان صحنه نمایشه راه تاودی	Western Gilaki	Rasht	Sarkhat	GAB	
let him know, I there waited his majesty's command.	بگویند که من در آنجا انتظار صدور فرمان اعلی حضرت را دارم.	بگید کی من اویا اعلی حضرته فرمانه منتظرم	Western Gilaki	Rasht	Sarkhat	GAB	
threw it with all my strength so luckily, at a linnet	تا آنجا که نیرو در تن داشتم چنان به یک مرغ کتان پرتاب کردم	هرچقد کی توان داشتیمی جوری کتانا تاودام مرغه ره	Western Gilaki	Rasht	Sarkhat	GAB	
but haggard and old before her time	که زودتر از موعد پیر و فرسوده شده بود.	کی خو وقت و زمان ِ جه زوتر پیر و پاتالا بوسته بو	Western Gilaki	Rasht	Sarkhat	GAB	
she cried aloud in her despair.	این جمله آخری را با صدای بلند و با ناامیدی اداء نمود.	ان آخری جمله یا بلند و مایوسانه بگفت	Western Gilaki	Rasht	Sarkhat	GAB	
I read it with pleasure two months ago in the _Periodical Review_.	دو ماه پیش خوشوقتی آن را داشتم که آن را در سخن ماهانه بخوانم.	دو ماه پیش ان خوشبختیا داشتمه کی اونا می ماهانه گپانه جه اوخان بدم	Western Gilaki	Rasht	Sarkhat	GAB	
to practice calisthenics orrun and leap as they chose.	هواخوری یا ورزش کنند. و یا به میل خود به جست و خیز بپردازند.	یا بیشید هواخوری یا ورزش بکنید یا واز و لانتوز بکنید	Western Gilaki	Rasht	Sarkhat	GAB	
I've never yet wanted a woman bad enough to marry her.	تا حالا اصلا هیچ زنی رو دوست نداشتم که به وام باهاش ازدواج کنم.	تا هسا اصلا هیچ زنیا نخواستامه کی بخوام اونه ببرم	Western Gilaki	Rasht	Sarkhat	GAB	
I am equally stout in my confidence of its not doing them any harm.	من همچنان روی نظرم ایستادم و مطمئنم هیچ ضرری به رایشان ندارد.	من هوتو می نظرا قوبیل داشتیمی و شک نارم کی هیچ ضرری اوشانه ره ناره	Western Gilaki	Rasht	Sarkhat	GAB	
I can make this right if you give me the chance.	اگه به هم فرصت بدی می تونم جبران کنم.	اگه مرا مجال بدی تانم جبران بکنم	Western Gilaki	Rasht	Sarkhat	GAB	
doubtless these strange grave diggers had heard his cry	فی الحقیقه این دو نفر صدای دانتس را به هنگام رسیدن به آب شنیده بودند	راسراسی ان دو نفر دانتسه صدایه موقعی کی فارسه بو آبه ور بیشناوسته بید	Western Gilaki	Rasht	Sarkhat	GAB	
unless, of course, you are yourselves desirous of getting into communication with him.	البته در صورتی که خودتان مایل به ایجاد روابطی با او نباشید.	البته اگر شومان دوس نارید اونه امره ارتباط بدارید	Western Gilaki	Rasht	Sarkhat	GAB	
it was his duty to assist the artist regardless of whether the picture were good or bad.	که وظیفه دارد به این نقاش صرف نظر از خوبی یا بدی کارش کمک کند.	کی وظیفه داره ان نقاشه بدون در نظر گیفتن اونه کاره خوب یا بد کمک بکنه	Western Gilaki	Rasht	Sarkhat	GAB	
there is a great deal in the feeling for art which must be acquired	درک خیلی از مسایل نقاشی احتیاج به یادگیری دارد.	نقاشی خیلی مسائله متوجه بوستن، نیاز به یادگیری داره	Western Gilaki	Rasht	Sarkhat	GAB	
which is all the more curious and all the more precious	که مانند یک اعتقاد باطل عمومی در همسایگی پاریس	کی عینه ایته باطله عمومی اعتقاد، پاریسه جه	Western Gilaki	Rasht	Sarkhat	GAB	
by four in the afternoon she was successful.	در ساعت چهار بعدازظهر به کارها سر و سامان بخشید.	عصر ساعت 4 کارانا راست و ریستا کود	Western Gilaki	Rasht	Sarkhat	GAB	
I warn't easy myself, but I didn't take my hat off, all the same.	من هم راحت و آسوده نبودم اما با این وصف کلاهم راور نداشتم.	منم راحت نبومو آسایش ناشتیم، ولی هوتو ده می کولایام اونوسادم	Western Gilaki	Rasht	Sarkhat	GAB	
near the post and the pit a large crowd stood in a semicircle.	کنار گودال و تیر جمعیت کثیری به شکل نیم دایره ایستاده بودند.	تیر و چاله کنار خیلی مردومان ایته نیم دایره منستن دورا کوده بید	Western Gilaki	Rasht	Sarkhat	GAB	
he was hunched, as if with age or weakness	کمرش یا از پیری یا از رنج و خستگی خم گشته بود	اونه کمر یا پیری وستی یا سختی و غورصه یو خستگی وستی دولا ببوسته بو	Western Gilaki	Rasht	Sarkhat	GAB	
so that the clock ticking on the mantelpiece beat like a hammer.	به طوری که صدای تیک تاک ساعت روی پیش بخاری مثل صدای چکش بود.	جوری کی ساعته دنگ دنگه صدا پیش بوخاری سر عینه چکوشه صدایه مانستی	Western Gilaki	Rasht	Sarkhat	GAB	
I want you to cover it.	میخ وام که گزارشی راجع به ان تهیه کنی.	خوایم ایته شرح ماجرا اون جریانه ره مره آماده کنی	Western Gilaki	Rasht	Sarkhat	GAB	
the police had supposed that he had betaken himself toParis.	پلیس حدس زد که جبر کار باید سوی پاریس رفته باشد.	پولیس احتمال بده کی جبر کار وا بسمته پاریس بوشابه	Western Gilaki	Rasht	Sarkhat	GAB	
