en_sentence	fa_sentence	translation	variety (Hawraman Takht|Lhon|Jawaru)	county	orthography	translator	7794
knew with a sinking heart that the peace and calm following confession could never be hers.	که هرگز به آرامش و تسکین بعد از اعتراف دست نخواهد یافت.	هیچ کاتێو مەیاو ئارامی و ئەسراحەت دماو ئانەیە دانش نیاپۆرە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
he washed the lettuce, heopened the olive bottle.	کاهوها را شست و سر شیشه روغن زیتون را باز کرد.	کاهۆەکێش شتێوە و ڕوەنو زەیتونەکێش کەردۆ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
I mustn't do anything to risk his contempt.	نباید کاری کنم که به من اهانت کند.	مەبۆ کارێو کەرو ئیهانەم کەرۆ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
held over the tub while they poured cup after cup of kerosene over her head.	او را روی تغار نگه داشتند و فنجان پشت فنجان نفت روی سرش ریختند.	وەستشا سەرۆ بەرمێلەکە و گلاس گلاس نۆتەش کەرێنێ پۆر	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
he seemed to become conscious that it was in hers too.	گویی متوجه این نکته شد که در پیشانی دختر نیز همین تمرکز به وجود آمده است.	هجو ئاگاش چانەیە بێ کە تەوێڵە و کناچەکێ چ هەمان تەرکیز وەش بیەبێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
as he did yesterday through impatience to search the rooms, to see	مانند دیروز که به زور وارد شد تا دریابد	پەسەو هیزی کە بە زۆر ئاما چوەر تا بێزۆوە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
is good for health and spirits	ضمناً برای سلامتی جسم و روح ما نیز سودمند است	هەرپاسە بێوە پێ سەلامەتی جیسم و ڕۆحو ئێمێچ پێویستا	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
looked in every way another man.	از هر حیث عوض شد و مرد دیگری گشت.	گەرد ڕوانگێوەنە فلریاو بی بە یۆی تەر	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
confronting the people of their times with their preconceived notions.	با مردمان معاصر خود و تمام تصورات و پیشداوری های منفی آنان به مقابله برخاسته بودند.	چەنی خەلکەکە و دەورانو وێش و گەر شێوە جیاوازەکێ کۆت وەربەرە کەردەی چەنیشا	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
she had never since the age of fourteen never since the loss of her dear mother known the happiness of being listened to or encouraged by any just appreciation or real taste	اما پس از چهارده سالگی وقتی مادرش را از دست داد دیگر پیانو نزد چون دیگر کسی نبود تا او را تشویق کند	دماو ئانەیە تەنو چواردە ساڵیەنە ئەیاش جە دەس دا ئیتر پیانوش نەیاوەنە چون ئیتر کەسش نەبێ چەپلێش پێ دۆوەنە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
I ain' gwyne to len' no mo' money 'dout I see de security.	من دی گه پشت دستمو داغ کردم که تا وثیقه نگیرم پول به کسی ندم.	من ئیتر پەشتەم جەسیم سوچنو تا جارێو تەر وەرقە نەگێرو زەر دەو بە یۆی	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
especially when one has a family to provide for, sir.	مخصوصاً برای من که یک عائله چند نفری را باید نان بدهم.	بە تایبەت من کە بەشۆم عایلیوی شەش نەفری تێر کەرۆ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
since the new system of feeding has come in	از وقتی که طریقه جدید تغذیه را هیئت مدیره باب کرده	چا کاتەوەی کە شێوەو نان واردەی لیژنەکەی نیانەرە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
ou bring it, missy, and lay it down here	دختر خانم خودت به یاورش و به گذارش همین جا.	کناچە خانومانەکێ وێت بارەش پێ ئێگە یە و و ێت وەزەش وێگە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
but I slid out of the jacket quick as lightning, and saved myself.	اما خودمو مثل برق از لای کت در آوردم و فرار کردم.	بەڵام وێم پەسەو کارەبای بێن و چاکەتەکەیەنە بەرد ئارد و ڕەمانی	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
they sat down on two small chairs opposite each other, with their knees touching.	روی دو صندلی روبروی یکدیگر و بسیار نزدیک به هم نشستند.	سەرۆ دوێ کورسیاوە وەرانوەری یۆیۆ و نزێک جە یوی نیشتێرە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
sat her on the bed, and began undressing her.	روی تخت نشان دش و مشغول لخت کردنش شد.	سەرو یاگەکێوە نیاشەرەوە و مەشغولو جەل وەتێش ی	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
but especially the cook and housemaid, who were of the party	مخصوصاً آشپز و کلفت خانه که در این جع حضور داشتند.	بەتابەت کە نانە کەرەکێ و پاکەرەوەکێ یانەی چا مەجلیسەنە بێنێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
but kindly act in due form and don't play with me!	اما لطفاً مراعات قانون و اصول را بنمایید و با من بازی نکنید!	بەڵام تەکا کەرو ئاگات یاسا و قانونو ئێگەیە بۆ و چەنی من گەمە مەکەردێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
appearing in the distance like a boy on a too large horse.	از دور به پسرکی شبیه بود که روی اسبی بزرگ نشسته باشد.	دورۆ پەسەو کورێوی بی کە هجۆ اینا سەرو ئەسپوی گۆرەیۆ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
for by this time the three horses and the ass had smelt one another out, and were all together.	در حقیقت رمه باید گفت زیرا سه اسب و یک خر بودند که در حین برخورد ابتدا یکدیگر را بو کشیده و سپس همه با هم به چرا پرداخته بودند.	ڕاستیەکەش بەشوم واچی ێەرێ ئەسپێ و یەک هەر بێ کە کاتیو یاو یۆی یەکترشا بۆە کەردەو پێوەرە لوێ پێ دەلێ گیواوەکەی	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
with snow white hair and brilliant black eyes, was presented to her	با مویی به سپیدی برف و چشمی سیاه و درخشنده به وی معرفی شد.	بە قژێ چەرمێ پەسە و وەروی و چەمێ سیاوێ و نورانیێ پایشا ئەشناسا	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
I asked the headmaster if the staff would leave it to give my third years some practice.	من از مدیر مدرسه خواهش کردم به اساتید به گه که کاری به کار اون نداشته با شن تا شاگرد ای کلاس بتونن باهاش تمرین کنن.	من تکام کەردە جە مویرو مەکتەبەکەی و بە مامۆستاکام واتێ کە هەرمانەتا پایی نەبۆ پێ ئانەیە کە تەلەبەکێ پۆلی تاوا چەنیش تەمرین کەرا	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
for as her master seated himself, she stretched herself quietly beside him	زیرا همین که صاحبش بر زمین نشست او نیز به آرامی در کنارش دراز کشید	کاتیو ساحیبەکەش نیشتەرە ئایچ پاڵشەنە کیشیارە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
but he could not altogether hinder the circumstances of the visit from compromising himself and alarming his wife.	اما پیامدهای این دیدار به هر صورت بدانی ونگرانی همسرش را برانگیخت.	بەڵام ئی چەمەپەنەکۆتەیە گەرد لۆنێوەرە دڵتەنگی و نیگەرانی ژەنەکێش فەرە کەرد	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
was steadying herself with a little bejewelled hand against the side of the door.	با دست کوچک و جواهر نشانش بر درگاه سعی داشت تعادلش را حفظ کند.	بە دەسە گلونەکاش کە هجێ ئاڵتونا گەرەکش بی وێش گێروە نەگلێرۆ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
the cupboards under sinks ' I've even met one that had lodged itself in a grandfather clock.	یه بار یه لولو خو خوره توی ساعت دیواری یک پدربزرگ جا خوش کرده بود	دەلێ تاکەکەیە ن و تەناەنت یۆم دی دڵێ ساعەتەکێ تاتێمەنە وێش شاردەبێوە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
with a happy and resolute countenance, opening his mouth awry, prepared to shout.	با قیافه مصمم و خشنود دهانش را از پهلو گشود و آماده فریاد کشیدن شد.	بە شێوەوی دڵوەش دەمش کەردۆ و حازر بێ کە هاوار کەرۆنە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
to which a band of zinc had beennailed by way of dressing.	یک زخم بند از یک تکه روی میخکوب شده بر آن نصب کرده بودند.	کە پەروێوی سەرۆ دارێویۆ کۆیابێرە بە بەزمارێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
in fact, the place of honour at the top left hand corner of the front page.	وفی الواقع جای پرافتخار بالای چپ صفحه اول را به آن اختصاص داده بودند.	ڕاسیەنە یاگێوە ڕێزدارەنە سەرو لاو چەپی لاپەرەو یەکەمی پێشا نیابیرە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
but of compelling magnetism, who was able within the space of one brief week and a few meetings to completely befuddle and enmesh her so that she was really his to do with as he wished.	مردک از جذبه مقاومت ناپذیری برخوردار بود و ظرف یک هفته حتی با چند بار تلاش موفق شد استا را چنان مفتون خود کند که دخترک تمامی وجودش را دربست در اختیار او گذاشت.	پیاکە قوەتێوی عالش بی کە تاواش ماوە و یەک هەفتەیەنە کارێو کەرۆنە کە کناچەکێ وێش پێشکەش و ئایی کەرۆنە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
brought to my recollection her former illness, and the doctor's injunction that she should not be crossed.	به خاطرم آمد که چندی پیش وقتی مریض شده بود دکتر اکیداً سفارش کرده بود هیجگاه نباید موجب عصبانیت و برانگیختن خشم وی بشویم.	ویرم کۆتۆ کە ماموێو چێوەڵتەر دکتۆری واتەبێ کە هیچ کاتێو مەبۆ تۆرەش کەرمێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
I was wearing the blue suit I had on when I came down here.	هم ون کت و شلواری رو پوشیده بودم که وقتی اومدم اینجا تنم بود.	هەر ئا چاکەت و پانتۆڵەمە کەردەنە کە ئامانی پێ ئێکەیە پۆرەمەرە بێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
till at last the whole company broke down	تا جایی که آخرش تمامشان اختیارشان را از دست دادند	تا ئا یاگێ کە گردشا هێچ دەسو وێشانە نەمەنەبێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
that he was either unsuccessful or ill fated where girls were concerned was false.	چندان هم در عرصه عشق نامراد و بداختر نیست.	پاسێچە بێ بەخت و بێ شانس نیا جە بوار و وەشەویسیەنە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
but was quickly, instantly, on his guard.	اما به سرعت و در یک آن خود را آماده ساخت	بەڵام بە پەلە و پرێوەنە وێش حازر کرد	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
will be better than in the hands of a good many people I know,	خیلی بهتر است تا در دست عده ی زیادی از اشخاص دیگری باشد که من میشناسم.	چانەیە خاستەرا کە دەسو جماعەتیوی تەریۆ بۆنە	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
was slow in taking in any other person's idea, and particularly partial to his own.	به زحمت میتوانست عقیده ی دیگری را هضم کند و بر عقاید خود تعصب داشت	بە زەحەت تاوێ بروا بە یوی تەری کەرونە و ڕایە و وێش لاشۆ موهیمە بێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
I found him, I took him home and hid him at once. I kept him locked up at home and did not show him to any one till to day.	من پس از آنکه او را یافتم به خانه آوردم و حبسش کردم هیچ کس تا آخرین لحظه از این جریان آگاهی نیافت.	من دماو ئانەیە ئایم ئێستۆ ئاوردم یانەو سەجنەم کەردە و هیچ کەس تا کۆتا دەقە ئاگاش چانەیە نەبێ	Lhon	Tawella / Biyare	Hawrami_var_1	BJ	
