Em diçin!	We're going!
Gelo rojek dê were ku ez dê hînî tiştekê nû nebim?	Will there ever be a day when I won't learn something new?
Bi min ji ber ku dikana te di nîvê labîrenteka tevlihev da ye.	I think it's because your store is in the middle of a confusing maze.
Oo ev çi ye? Li vê ecêbê! Di berîka tûrikê te da gelek tişt hene, Meks.	Oo what is this? In this wonder! You have a lot in your bag, Meks.
Keştîyên bibavan xweş in.	The boats are beautiful.
Hilkişe ser milên min, Pug. Ez dê hevsengîya me her duyan bikim. Uh oh himm hii	Climb on my lap, Pug. I will balance both of us. Uh oh hi
Ew dê gelekî perwerdeker be./Em dê bi vî awayî gelek tiştan fêr bibin.	It will be very educational./We will learn a lot this way.
Ez jî herim vî alîyî.	I will also go this way.
Ez pirtûkeka baştir dizanim… Xewa li ser paldankeka mezin.	I know a better book... Sleeping on a Big Bed.
Divê em ji hev veneqetin, yan na dibe ku em…	We must not be separated, or we may…
Ez fermana çêkirina portreyê min didim we!	I give you the order to make my portrait!
Dema ku Segî pirtûk xwend, ez lerizîm, min çav niqandin û ez hatim vir!	When Segi read the book, I trembled, I blinked and I came here!
Em nikarin wan rawestînin!	We can't stop them!
Hêvîdar im min îro qet nebe yek tiştê baş hînî te kiribe.	I hope I have taught you at least one good thing today.
Jixwe divê ew layîqî min be!	It must be worth it to me!
Dapîra Pug. Te xwe guhertîye.	Grandma Pug. You have changed yourself.
Em dê te bibînin, Dapîra Pug.	We'll see you, Grandma Pug.
Ew nivîsa Arnî Saknusem e.	It is written by Arni Saknusem.
Em herin ser nêrdewanê, Seg?	Shall we go up the ladder, Seg?
Nalebite?	Does it not work?
Min ji wê pirtûkê pir hez kir.	I really liked that book.
(kenîn) Lê belkî ew kenê mirovan bînin.	(laughter) But maybe they will make people laugh.
Şahbanû Vîktorîya?	Queen Victoria?
Lê ew mezin in û li jêrzemîna min in û divê ez ji wan bixwazim ku herin.	But they are big and in my basement and I have to ask them to leave.
Nivîskara vê pirtûkê…	The author of this book...
Te got çi?!	What did you say?!
Kartekê bikişînin. kîjanê bixwazî.	Draw a card. whichever one you want.
Min ji wê pirtûkê pir hez kir.	I really liked that book.
Dapîra min e. Dapîra Pug!	It's my grandmother. Grandma Pug!
Bi min ji bo xwendina mirovên din divê tu wan binivîsî.	In my opinion, to read other people you have to write them.
Belkî pirtûkek hebe ku vî titşî bibêje.	Maybe there is a book that says this.
Ew gelekî xwîngerm e!/Hevalekî gelekî qenc e.	He is very warm-hearted!/He is a very good friend.
Ez ji vê rojê ditirsîyam.	I was afraid of this day.
Tu nikarî min bixapînî, Doktor Bed! Wê maskeyê derxe!	You can't fool me, Doctor Bed! Take off that mask!
Li vê ecêbê! Şewqeyeka bisêhr!	In this wonder! A magical glow!
Ew zinar ne zinar e!	That rock is not a rock!
Dibe ku li pirtûkxaneyê pirtûkek hebe ku rastîya wê ji me ra bibêje?	Maybe there is a book in the library that will tell us the truth?
Segî ji pirtûkan wisa hez kir ku biryar da pirtûkxaneyekê veke.	Segi liked books so much that he decided to open a library.
Belê, ev der ji bo destpêkirinê cihekê baş e.	Well, this is a good place to start.
Na, ew ne fikreka baş e. Ew diçin kampê.	No, that's not a good idea. They're going camping.
Ez ji pirtûkên li ser newazeyên dinyayê hez…dikim.	I love books about the evils of the world.
Hejmara yekê li vir e!	Number one is here!
Em dikarin yeka din biceribînin?	Can we try another one?
Seg, eger tu tiştekî xwe veşêrî û cihê wî neyê bîra te, tu dê wî çawa bibînî?	Seg, if you hide something and you don't remember where it is, how will you find it?
Nexwe ew ji ku derê tên?	Where do they come from?
Ez ji lîstika veşartokê hez dikim, lê ez nikarim xwe baş veşêrim.	I like to play hide and seek, but I can't hide well.
Bawer nakim ku problem gore bin, Pug. Min serma girtîye. Oooh.	I don't think that's the problem, Pug. I have a cold. Oooh.
Baş e. Piçekî dehf bide.	All right. Push a little.
Li gundekê girêdayî La Manşayê yê ku ez navê wî nadim, berî demeka ne dirêj…	In a village belonging to La Mancha that I will not name, not long ago...
Wîî! Aah min xewneka pir ecêb didît, Seg.	He! Aah I had a very strange dream, Seg.
Ez biçûk bûm. Niha ez mezin im.	I was small. Now I'm older.
Tiştên biçûk dikarin li gor rewşa xwe tiştên mezin bikin. Kepçeya Biçûk çû û ew kar kir.	Small things can do big things depending on the situation. The Little Dipper went and did it.
Tu çima wisa dibêjî, Pug?	Why do you say that, Pug?
Nexwe ez pir navdar im.	I am very famous.
Himm. Lê ji me ra bêhtir toza dinyayê lazim e û çend babûn…	Hmm. But we need more earth dust and some wind...
…siruştê ne.	...the world.
Û komîk î.	And you are funny.
Silav. Ez Seg û ev jî Pug e. Nexwe tu jî Pênûsa Bisêr î.	Hi there. I'm Seg and this is Pug. Otherwise, you are Penusa Biser.
Hûn akrobatên me yên nû ne?	Are you our new acrobats?
Di tarîyê da berçavkên deryayê bi kêr nayên, Pug. Vê biceribîne.	Sunglasses are useless in the dark, Pug. Try this.
Di pêşbirka sêhrbazîyê da qet şansê min tune ye.	I have no chance in a magic contest.
Bi min divê me ew biskiwîtên segan bi xwe ra bianîna.	I think we should have brought those dog biscuits.
… Ez jî.	… I also.
Ez we naxim pirtûka xwe.	I will not include you in my book.
Ez dapîrekê çêdikim ku di xew ra çûye.	I am making a grandmother who has fallen asleep.
(kenîn) Ez dixwazim dîsa bilîzim! Ez dixwazim dîsa bilîzim!	(laughter) I want to play again! I want to play again!
Nexwe em dê alî te bikin.	Otherwise we will help you.
Heyla mîratê!	The legacy!
Te pirseka di cih da kir, Seg.	You asked the right question, Seg.
(kenîn) Pug ji Roka Pug hez dike. Lê Seg?	(laughs) Pug loves Pug Root. But Seg?
Ew ne tiştekî xweş e.	It's not a good thing.
Rabe Pug.	Wake up Pug.
Belaya bifiroşe yekî li gor xwe.	Sell ​​it to someone you like.
Were ser balîfa bisêhr Pug, ez bêhna macerayekê dikim.	Come on the magic pillow Pug, I smell an adventure.
Em herin mala xwe, nabe?	Let's go home, shall we?
Te rast got, Seg. Û ji ber ku mirovan ew berî demeka dirêj nivîsîne, em hîn jî çîroka wan nizanin.	You're right, Seg. And because people wrote it long ago, we still don't know their story.
Kî korsaneka rind e?	Who is the cool pirate?
We dixwast ku li cihekê wisa betlaneyê bikin, ne?	You wanted to vacation somewhere like that, right?
Ji kerema xwe hêdî, Pug. Ez dê hilma xwe bidim.	Slow down please, Pug. I will breathe.
Himm Pir balkêş e.	Hmm Very interesting.
Ev goga te ya hevsengîyê ye?	Is this your balance ball?
Pêşbaz ji bo pêşbazîya kupaya zêrîn amade ne!	Competitors are ready for the golden cup competition!
Ew dibêje bê çima perîkekê sor li pişt guhê min e?	He says why is there a red wig behind my ear?
Bi saya Sed û Pug, ez êdî ji qevastinê qet natirsim.	Thanks to Sed and Pug, I don't have to worry about getting tired anymore.
Winda bû?!	Got lost?!
Ya herî baş ew e.	That is the best.
Em dê heta hetaya di çiravê da bimînin!	We will stay in the spotlight forever!
Ez jî wisa me.	I am like that too.
Ew li ser çi dikin xirecir?	What are they fussing about?
.. ez ji pirtûkên xwe yên ku min bi rastî…	.. from my books that I really...
Bibore. Ez lê negerîyam.	Sorry. I didn't look for it.
Hejmara sêyan jî li vir e!	Number three is here!
Ev pirtûk li ser çend mirovan e ku dixwastin lîstikekê nîşan bidin û navê wê…	This book is about a couple of people who wanted to show a game and it was called…
Ew gelekî bikêr in! Lê ronîya fenera deryayê divê tim di nava xelekekê da bigere.	They are very useful! But the light of the lighthouse should always travel in a circle.
Ez ji çîrokên ku…	I love stories that...
Ez ji pirtûkên ku dikin ku ez –	I love books that make me –
Cara din dema ku te xwend ew dîsa weha bû?	Was it the same the next time you read it?
Pug, tu çima dîsa detektorê xwe yê metalan li dikanê bi kar tînî?	Pug, why are you using your metal detector in the store again?
Ew şovalyeyên xeşîm in, ezbenî.	They are terrible knights, sir.
Bijî! Sihet xweş!	Live! Good health!
Me ev yek heq kir!	We deserved this!
Îcar em nema ji bîr dikin bê me duh çi kir!	So we don't forget what we did yesterday!
(Kenîn) Tu biçûk î û ne briqok î. Kargêr nahêle tu werî hundir!	(Laughter) You are small and not brilliant. The worker won't let you in!
Çima qalikên qepûşkan hene?	Why do caps have shells?
Wê mijê xwe berdabû ser hişê hevalê min Şerlok Holms jî.	It had cast its spell on the mind of my friend Sherlock Holmes.
Raweste! Xisarê nade te!	Stop! It won't hurt you!
Vir ku der e?	Where is it?
Tu şelpeyan li…	You don't care about...
Em dê di pirtûkeka din da hev bibînin.	We will meet in another book.
Ev pirtûk di derheqê cihekê pir sar da ye. Cihekê wisa dûr e ku tava rojê nagihîjîyê. Navê pirtûkê Brrrrrrrr! e. Di binîya dinyayê da cihekê wisa sar hebû ku li wir av hema hema qet nedihat peydakirin.	This book is about a very cool place. A place so far that the sun does not reach. The name of the book Brrrrrrr! is There was such a cold place at the bottom of the earth where water was almost never available.
Hûn dixwazin robotên ku min çêkirine bibînin?	Do you want to see the robots I made?
Li vê ecêbê!	In this wonder!
Ew pirseka di cih da ye e, Pug.	That's a valid question, Pug.
Min heta niha nedîtibû ku pisîk distrên.	I have never seen cats sing before.
Em bi şev dijîn.	We live at night.
Aqilek hat min! Ez dizanim ku hûn dikarin çi bikim. Pêlîstokên Deyv pir ne biçûk in. Hûn dikarin bi wan bilîzin.	I got an idea! I know what you can do. Dave's toys are not very small. You can play with them.
(helkehelk) Ez dansê bikim… dans… dans..	(halkehelk) I will dance... dance... dance..
Tu wisa difikirî?	Do you think so?
Min ji vir hez nekir. Pêyên mezin û zûrîneka erjeng heye, best enîfiroş tune ye! Em vegerin mala xwe?	I didn't like it here. She has big feet and a nice butt, there's no better front! Shall we return home?
Wîîî. Bi ya min, ev tişt karê dînan e.	He To me, this is a crazy thing.
Şansê xerab! Çû ji min!	Bad luck! Gone from me!
Bêhna mişkekî tê… yan jî yûnîkornekê!	It smells like a mouse... or a unicorn!
Lê wisa dixuye ku em ne bi tenê ne. Cewrikekê biçûk û pir şîrîn bi vî alîyî da bezî.	But it seems we are not alone. A small and very sweet bird ran this way.
Domandin karê segan e!	Continuation is a dog's job!
Ew ne hût in, Birêz Kîsot. Ew aşeba ne, ew bi bayê digerin û dexlê dihêrin.	They are not Hutus, Mr. Quisot. They are asheba, they travel with the wind and eat grain.
Ev fikreka gelekî baş e, Pug.	That's a very good idea, Pug.
…yekî nava pirtûkê xêz kirîye!?	...someone drew in the book!?
Kar çi ye?!	What's the job?!
Pir tarî bû û asê bû!	It was very dark and sticky!
Berî ku hûn tiştekê din xêz bikin, hûn dikarin me bikin wekî berê ji kerema xwe?	Before you draw anything else, can you do us as before please?
Ew ji bo fikrên nû sûdewar bû.	It was beneficial for new ideas.
Tu çi difikirî, Pug?	What do you think, Pug?
Hii! Ev e, Pug.	Hey! This is it, Pug.
Erê weh! Ew hêsan e!	Yes! It's easy!
Ev pirseka dijwar e, Pug!	This is a tough question, Pug!
Lê şorbe dîsa sar nebû û ez bi rastî ji birçînan dikevim!	But the soup didn't get cold again and I'm really starving!
Xwezî me bikarîya Yetî peyda bikira. Ez dixwazim ew rast be.	I wish we could have found the Yeti. I want it to be true.
Rêwîtîyeka ber bi cihekê wisa ve ku ji bersivan bêhtir pirs lê hene.	A journey to a place where there are more questions than answers.
Ji ber ku avûhewaya vir ne li gor çandinîyê ye.	Because the climate here is not suitable for agriculture.
Ew ji tirsandinê ra jêhatî ne. Bi pencik û diranên xwe yên tûj yekî digirin – Wa yek li wir e!	They are capable of intimidation. They catch one with their sharp claws and teeth – There it is!
Amade me.	We are ready.
Hûn çima naçin belaya xwe nafiroşin makîneyên biqasî xwe?	Why don't you go ahead and sell your own machines?
Û wê rêya germbûnê nîşanî me da.	And she showed us the way to be warm.
Em rûnin û li kêfa xwe binêrin. Em vê kêlîyê bijîn.	Let's sit back and enjoy ourselves. Let's live in this moment.
Ew pir baş e?	Is it very good?
Birêz Pîkaso dê bibûya yek ji mezintirîn wênesazên cîhanê, lê ew êdî dixwaze ku dev ji hunerê berde û li akordîyonê bide!	Mr. Picasso would become one of the greatest painters in the world, but he now wants to quit art and play the accordion!
Em belaya xwe nafiroşin ti kesî.	We do not sell our plague to anyone.
Wîî! Na! Uh!	He! Are you here! Oh!
Di demên berê da lembe û çira bi don pê diketin. Berî ceyranê jîyan ji bo kesên bi şev yan jî bi roj dixebitîn dijwar bû.	In the past, lamps and lanterns were lit with candles. Before the mill, life was difficult for those who worked at night or during the day.
Oooh… ez pir şad im! Spas dikim Seg û Pug…	Oooh… I'm so happy! Thank you Seg and Pug…
Ma min jê ra çi got? Seg, ez îro aferîdeyên biçûk aciz dikim!	What did I say to him? Seg, I'm annoying the little creatures today!
Çirav korta avê ye Pug, lê ava tê da bêhtir dişibe herîyê û ew li ber tavê zû ziwa dibe!	The shoe is water proof Pug, but the water in it is more like mud and it dries quickly in the sun!
Ihim ihim ihim... Li daristaneka bisêr ya bêdeng hema ji nişkê ve –	Ihim ihim ihim... In a quiet forest, almost suddenly -
Min burgerên mezintir dîtin.	I've seen bigger burgers.
Em gera xwe ya şevê didomînin.	We continue our night tour.
Binêre, ez hildikişim. Na. Ez hilnekişîm. Wîîî!	Look, I'm climbing. Are you here. I didn't wake up. Whoa!
Tu dikarî ji kerema xwe hunera wênesazîyê hînî hevalê min bikî?	Can you please teach my friend how to paint?
Wîî! Ew ji muzîkê hez nake.	He! He doesn't like music.
Gelek wênesazên mezin hene ku bi saya wan em tiştan bi awayekî din dibînin. Yek ji wan wênesazê mezin Pablo Pîkaso ye.	There are many great painters, thanks to whom we see things in a different way. One of them is the great painter Pablo Picasso.
Ooo! Pîramus kî ye? Baş e yan xerab e? Ez dengê hêrsbûnê xweş derdixim. Hirrr.	Ooo! Who is Pyramus? Is it good or bad? I make a good sound of anger. Hirrr.
Himmm. Spas dikim. Oxx çi xweş e ku ez ne mecbûr im biqîrim!	Hmmm. Thank you. Oxx how nice that I don't have to scream!
Xortino, em belaya xwe li dema borî nedin.	Young people, let's not dwell on the past.
Em bi pênûsê deqan bigihînin hev!	Let's connect the dots with a pen!
Tu vê saetê dixwazî?	Do you want this watch?
Cihekê ji bo veşartina hestîyan?	A place to hide bones?
Himmm!	Hmmm!
Cemsera Bakur!	Northern Cemsera!
Ka em yên din bibînin!	Let's see more!
Nexwe vê carê tu rêberîya medîtasyonê bike, Pug?	How about you lead the meditation this time, Pug?
Em bi ser ketin…	We won…
Û ez ketçapê li sosîsên xwe dikim!	And I put ketchup on my sausages!
Dapîra min e – Dapîra Pug!	It's my grandmother – Grandma Pug!
Ew lingê min e!	That's my leg!
Ew nepenîyek e!	It's a mystery!
Lê bi min lembeyên ceyranê yan jî… fenerên serîyan baştir in!	But for me, gas lamps or ... head lamps are better!
Divê tu hewl bidî ku hin rengên geştir bi kar bînî. Şîn xembarîyê tîne bîrê.	You should try to use some brighter colors. Blue brings to mind carelessness.
